id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8962420,Welcome to my Lovely ♥ Apartment in City Centre!,14826619,Jana,,Praha 1,50.07896652311036,14.422237940895478,Entire home/apt,1526,2,0,,,1,114
8965554,Suitable for single female traveler,46855394,Katerina,,Praha 3,50.07782500667051,14.468783779691956,Private room,567,2,50,2018-08-31,1.41,2,108
8965964,Modern loft studio @ center,15855042,Paul,,Praha 1,50.089701850088844,14.435223925342118,Entire home/apt,1003,3,215,2018-09-03,6.07,4,27
8975903,NEW CENTRAL APRT 4-6 persons/close MUZEUM,7085715,Visit In Prague,,Praha 2,50.072861033729524,14.42779563819193,Entire home/apt,2922,2,2,2016-07-17,0.07,30,142
8978119,OLD TOWN 3 BEDROOM APARTMENT,26966730,Marketa&Alex,,Praha 1,50.0784017005269,14.41580687121267,Entire home/apt,2246,2,219,2018-09-16,6.31,1,113
8978918,AMAZING FLAT IN CENTER OF PRAGUE,22534248,Nikola,,Praha 1,50.090516861039525,14.428767233227195,Entire home/apt,1592,3,108,2018-09-10,3.26,2,127
8978991,COZY GETAWAY IN THE HEART OF PRAGUE,22534248,Nikola,,Praha 2,50.07430498187054,14.44135209730377,Entire home/apt,938,3,139,2018-09-11,3.95,2,132
8979045,Gabriela Daniel,46910345,Gabriela,,Praha 7,50.09916304659077,14.425488760541631,Shared room,1788,1,0,,,1,0
8979601,Shared room for 4 person,46522021,Hostel ALTAIR,,Praha 1,50.09139141244407,14.435276150653484,Shared room,1483,1,5,2016-12-29,0.14,6,0
8979673,Shared room for 8 person,46522021,Hostel ALTAIR,,Praha 1,50.092030339717134,14.43655734844125,Private room,501,1,3,2018-08-05,0.10,6,337
8979728,Shared room for 6 person,46522021,Hostel ALTAIR,,Praha 1,50.09169948787179,14.435848501288264,Shared room,1832,1,10,2017-05-27,0.28,6,361
8980183,BRIGHT LOFT IN THE OLD TOWN,5297514,"Liz, Filip And Eoin",,Praha 1,50.09103840163448,14.421078997940173,Entire home/apt,2551,1,31,2018-06-23,1.04,27,304
8981055,Romantic appartment by the centre,46920005,Дарья,,Praha 2,50.06922825754271,14.436001682304866,Entire home/apt,1025,3,9,2018-05-13,0.27,2,255
8983010,Post Hostel Prague/ bed in 6 bed room,46932182,Mikaella,,Praha 2,50.07391680016827,14.441664681557926,Shared room,414,2,0,,,1,0
8986760,Spacious 3BR Apartment 140 m2,315332,Lubos & Marta,,Praha 1,50.07931339824744,14.424395376175458,Entire home/apt,2704,1,55,2018-08-13,1.57,25,332
8997928,Platyz Loft 3BR (Prague Old Town),9345552,Romana,,Praha 1,50.08226377436572,14.419692552664726,Entire home/apt,4819,2,82,2018-09-02,2.36,47,256
8998842,Newly Renovated Designer 3-bed 3-bath Home,37031759,Nick And Jenny,,Praha 1,50.077500723197325,14.427894805728158,Entire home/apt,2507,2,92,2018-09-13,2.69,15,69
9001746,Nice duplex right in the centre,47012461,Ammar,,Praha 1,50.09063265623429,14.4182027950546,Entire home/apt,3510,15,0,,,3,365
9017209,LOVELY PLACE TO STAY NEAR SUBWAY,17920198,Jakub,,Praha 10,50.063817593982236,14.505089263798347,Entire home/apt,1286,2,3,2016-01-05,0.09,1,0
9017363,Two bedroom cozy apartment,9550037,Alex And Tanya,,Praha 1,50.08096297323497,14.421706409186317,Entire home/apt,2486,2,39,2018-09-09,1.11,71,330
9020063,Two Bedroom Old Town Apartment,9550037,Alex And Tanya,,Praha 1,50.09165495741987,14.42663490845843,Entire home/apt,3183,2,114,2018-09-06,3.29,71,332
9022208,Charming double - breakfast incl.,1366084,Jakub,,Praha 1,50.08821360502925,14.397024352442623,Private room,2551,2,8,2018-08-24,0.31,7,114
9029857,BEST COOL Apt with Petřín STORY + garden & PARKING,6649361,Jan&Jana,,Praha 3,50.0833207550251,14.44429925184314,Entire home/apt,894,1,210,2018-09-14,6.05,13,102
9037811,Hauseboat II in Prague,25486331,Petra,,Praha 7,50.10626316972835,14.45842268727222,Entire home/apt,1941,1,5,2017-07-15,0.15,2,358
9040092,Romantic escape in Prague,47178070,Ira & Dima,,Praha 8,50.09296395007657,14.45627527312127,Entire home/apt,1025,1,90,2018-09-09,2.57,1,318
9041319,"Luxury, comfortable and warm flat 2 BDs in Letna",47182298,Gina,,Praha 7,50.10209871753594,14.429018266706716,Entire home/apt,1461,1,147,2018-09-02,4.27,5,160
9042743,3 BEDS+BREAKFAST+WIFI+PARKING,40478886,Zuzana,,Praha 12,50.013965379670864,14.419814173196382,Private room,501,2,160,2018-09-14,4.57,3,169
9044623,Bed in a large shared attic of Vila Flora (bed #6),257722,Michaela,,Praha 3,50.076502819130006,14.464741056941225,Shared room,262,1,66,2018-09-12,1.89,11,338
9051955,Prague gourmet quarter central flat,3112606,Lucie,,Praha 2,50.07485758286485,14.43325895165684,Entire home/apt,850,14,201,2018-09-13,5.69,11,45
9054685,Beautiful apartment for rent. Krymská street,47240021,Alexandra,,Praha 10,50.07112360765421,14.45031984431518,Entire home/apt,1504,2,29,2018-08-18,0.96,1,196
9056876,Nice apartment in center,1629431,Alex & Natalia,,Praha 2,50.07254062446449,14.430135645364889,Entire home/apt,1025,2,17,2018-08-15,0.49,21,298
9058082,Apartment 607 Wenceslas square,10560132,Sergey,,Praha 1,50.08220391063738,14.425541000423495,Entire home/apt,3707,1,4,2018-01-28,0.12,17,72
9061062,"Calm Haven in the center, 100 m metro, welcome :-)",47266073,Šárka,,Praha 2,50.0794372121508,14.447695449437951,Entire home/apt,741,3,35,2018-09-13,3.90,1,19
9062824,Windy's room,14003082,Petra,,Praha 3,50.089578515896385,14.464597652211461,Private room,785,1,8,2018-09-05,0.24,2,0
9068460,Krásný apartmán u Václavského nám,26418476,Anna A Sarka,,Praha 1,50.07845852417252,14.426242014392864,Entire home/apt,1504,1,226,2018-09-02,6.51,5,316
9069033,CENTRAL 3 BEDROOM APT. WITH GORGEOUS VIEW,5643055,Ondra,,Praha 2,50.07897549094287,14.43996929414143,Entire home/apt,1199,3,74,2018-08-01,2.22,4,64
9074454,Homelike Apartment Prague,47327221,Alexander,,Praha 3,50.08928812658015,14.4634211212203,Entire home/apt,1526,9,0,,,1,0
9080325,Apartment close to Wenceslas square,6457174,Robert,,Praha 2,50.07779467162552,14.43298594877066,Entire home/apt,1221,2,49,2018-07-10,1.70,1,0
9082918,"Comfy apartment near center, perfect for couples",4231921,Jan,,Praha 7,50.099604625335,14.428879670982937,Entire home/apt,1156,1,3,2016-09-18,0.12,1,0
9086038,Quiet and luxury apartment,47378579,Jana,,Praha 5,50.06422088193291,14.405559231540185,Entire home/apt,1156,3,183,2018-09-17,5.21,1,117
9086948,"LUXURY ZEN STYLE APARTMENT, 15 min to Old Town",6678298,Michaela,,Praha 5,50.07300368408905,14.392033830252,Entire home/apt,2507,1,47,2018-08-25,1.42,4,313
9088492,3 BEDROOMS Huge Apt in CENTER of Prague,22425758,Maxim,,Praha 2,50.07894398269305,14.421210554298737,Entire home/apt,2180,2,166,2018-09-15,5.02,3,33
9089588,Cosy bright apartment with terrace,47396015,Libu,,Praha 10,50.079048041988386,14.50433608376616,Entire home/apt,763,2,46,2018-08-20,1.39,1,0
9090077,Truly unique triplex,47012461,Ammar,,Praha 1,50.08800225232627,14.417603301264105,Entire home/apt,4797,15,0,,,3,365
9091568,Apartment with a beautiful view,47012461,Ammar,,Praha 1,50.08808179904237,14.420034536144872,Entire home/apt,3205,15,1,2017-09-03,0.08,3,365
9093119,Perfect Studio with Kitchen,46309049,Paul,,Praha 5,50.06666656557036,14.402478437596347,Private room,1526,2,12,2018-05-13,0.37,6,230
9108828,Nice apartment in a great location,33974001,Daria,,Praha 10,50.070799490444976,14.447180714984514,Entire home/apt,1003,2,218,2018-09-14,6.87,1,122
9113600,calm and nice apartment,44152650,Petra,,Praha 3,50.086740956355484,14.457280621993363,Private room,654,1,7,2016-08-26,0.26,1,0
9121289,Designers apartment in city center,9550037,Alex And Tanya,,Praha 1,50.08091864864969,14.420810792476798,Entire home/apt,2486,2,151,2018-09-09,4.51,71,316
9124457,"Cozy, new apartment in true center",47536264,Martin,,Praha 2,50.07219430993235,14.418338425554953,Entire home/apt,741,3,155,2018-09-10,4.49,3,229
9124605,Cozy living near the city centre.,47537032,Ivana,,Praha 10,50.06573802615385,14.456071611102265,Entire home/apt,1265,1,45,2018-09-05,3.33,1,9
9132086,Lovely flat in quiet good district,46576379,Stanislav,,Praha 9,50.125166925883356,14.493515104035588,Entire home/apt,1003,2,29,2018-07-08,0.84,2,0
9132096,"Cozy Apt., 10 min to city center",46878870,Petr,,Praha 3,50.087514161499584,14.464602593129944,Entire home/apt,632,1,0,,,1,0
9141133,Cool and Stylish Flat Next to the O2 Arena,47605723,David,,Praha 9,50.106467209259144,14.50179098227967,Entire home/apt,1156,2,28,2018-06-24,0.83,2,12
9150907,"ART COZY DESIGN ROOM, 15M TO CENTRE",7934578,Kateřina,,Praha 4,50.03560807823244,14.411660747425822,Private room,611,2,32,2016-12-15,0.94,1,81
9158740,pragueforyou ❤ GROUP 50 pers !!! Apts City center,1167781,Prague For You,,Praha 1,50.086115185524804,14.434427668794061,Entire home/apt,7631,2,2,2017-03-05,0.11,128,270
9159171,pragueforyou ❤ H3 ❤ Flat Downtown up to 10 persons,1167781,Prague For You,,Praha 1,50.08588073763068,14.430189870772594,Entire home/apt,1265,2,50,2018-08-23,1.49,128,325
9159575,pragueforyou ❤ H5 ❤ Next to Old Town for 12pers,1167781,Prague For You,,Praha 1,50.08597328452713,14.431620573834083,Entire home/apt,1265,2,28,2018-08-14,0.93,128,242
9159744,pragueforyou ❤ H6 ❤ Central apt in the city center,1167781,Prague For You,,Praha 1,50.08665653859918,14.430102552563039,Entire home/apt,1265,2,47,2018-08-22,1.51,128,326
9159879,pragueforyou ❤ H7 ❤ Downtown apartment 6 people!,1167781,Prague For You,,Praha 1,50.086554955535306,14.429956276560569,Entire home/apt,1265,2,24,2018-09-16,0.79,128,333
9160260,pragueforyou ❤ H8 ❤ Last minute offer in center!,1167781,Prague For You,,Praha 1,50.08674652594774,14.431755452053457,Entire home/apt,1265,2,43,2018-09-19,1.30,128,340
9160440,pragueforyou ❤ H10 ❤ Republic Square apt in center,1167781,Prague For You,,Praha 1,50.08639915373584,14.430596958417645,Entire home/apt,1265,2,19,2018-09-09,0.77,128,350
9160632,pragueforyou ❤ H11 ❤ BIG apt 300m to Old Town sq.!,1167781,Prague For You,,Praha 1,50.08681453247968,14.430789246331807,Entire home/apt,1265,2,61,2018-09-14,1.82,128,315
9160853,pragueforyou ❤ H14 ❤ Warm attic in city center!,1167781,Prague For You,,Praha 1,50.08669223834289,14.430750925336937,Entire home/apt,1265,2,22,2018-08-03,0.63,128,317
9163226,Lovely apt in Vinohrady Prague,47695725,Michele,,Praha 2,50.06808006267438,14.434466854915154,Entire home/apt,741,2,7,2016-10-03,0.21,2,0
9166065,Top floor attic apartment,47706797,Ivana,,Praha 6,50.098470012572356,14.401506810156741,Entire home/apt,1265,2,2,2016-01-05,0.06,1,0
9168682,!! HUGE AMAZING ROOM IN CITY CENTER !!,42737402,Alex & Nicol,,Praha 1,50.0779893617088,14.422410890234312,Private room,349,2,232,2018-09-04,6.83,2,29
9169948,Apartment ONDRA,47722088,Petr,,Praha 10,50.07046864024632,14.498292867451942,Entire home/apt,1243,3,0,,,2,338
9170125,Spacious brand new appartment,47723436,Dagmar,,Praha 15,50.04205882679205,14.569730887095133,Entire home/apt,1941,2,29,2018-09-07,0.87,1,174
9170270,"Spacious Room Klimentská, breakfast, WiFi",15714701,Aron Julián,,Praha 1,50.09266785424082,14.430440209658768,Private room,894,2,151,2018-08-30,4.42,18,58
9171680,Wonderful 4 Bed Female Dorm @McSleep Hostel Prague,47730433,Marek&Tatiana,,Praha 1,50.09082280982906,14.436650350502777,Shared room,611,2,23,2018-07-29,0.66,10,105
9173164,Comfy 4 Bed Mixed Dorm @McSleep Hostel Prague,47730433,Marek&Tatiana,,Praha 1,50.09242286745819,14.43499746800481,Shared room,611,2,51,2018-09-04,1.45,10,119
9179541,Three bedroom city center apartment,9550037,Alex And Tanya,,Praha 1,50.0801094606095,14.421067364817851,Entire home/apt,3183,2,55,2018-09-18,1.66,71,316
9182182,Moderní byt v srdci Karlína,27455543,Martin,,Praha 8,50.09331199104955,14.452420181540521,Entire home/apt,1395,6,1,2016-01-05,0.03,1,0
9192422,Bed(s) in sunny room with kitchen,47815691,Florian,,Praha 10,50.06879067391795,14.450375316522006,Shared room,414,1,97,2018-09-15,2.78,1,127
9197334,"Cozy, new apartment in Prg. center",47536264,Martin,,Praha 2,50.07243321212845,14.42037270292724,Entire home/apt,763,3,136,2018-09-08,3.98,3,126
9199929,Different Prague Experience,3420351,Zuzana,,Praha 15,50.0448860661862,14.513812261837836,Entire home/apt,807,2,90,2018-09-07,2.65,1,136
9208443,Cosy 155m2 apartment loft w/terrace,5349864,Stephanie,,Praha 2,50.08011204157605,14.43754710278202,Entire home/apt,3292,2,1,2016-06-04,0.04,1,0
9208806,Room in duplex flat with terrace,47894065,Gabriela,,Praha 7,50.10734451507506,14.448834192247196,Private room,959,1,26,2018-09-18,0.91,1,2
9211328,Mozart's life in the heart of Praha,47905403,Petr,,Praha 1,50.084422417583916,14.41943082779053,Entire home/apt,1766,2,179,2018-09-02,5.24,2,114
9213432,New apartment in Prague centre for5,47536264,Martin,,Praha 2,50.07069598505387,14.418308314142259,Entire home/apt,1395,2,1,2016-07-12,0.04,3,222
9214406,Brand new apart. 10min from center,47918313,Marketa,,Praha 10,50.07450152430141,14.490384785769843,Entire home/apt,1657,2,118,2018-09-09,3.45,2,336
9216346,Samostatný pokoj kousek od centra P,33259302,Jirka,,Praha 3,50.0915840655503,14.496436839072398,Private room,589,1,0,,,1,0
9222668,ENJOY THE REAL HOMESTAY IN THE HEARTH OF PRAGUE,7663067,Pája,,Praha 2,50.07626370101725,14.439858870435616,Private room,545,2,100,2018-09-09,3.30,1,131
9224078,Double room with shared bathroom,47247378,Hana & Gabriela,,Praha 3,50.082779628387755,14.450580333795767,Private room,763,1,32,2018-07-14,1.06,4,279
9224397,Apartmán typu Ekonomy,47247378,Hana & Gabriela,,Praha 3,50.08311490870655,14.450309801547158,Private room,763,1,7,2018-03-25,0.22,4,242
9224612,Studio typu Ekonomy,47247378,Hana & Gabriela,,Praha 3,50.08196158420364,14.450642173923844,Private room,894,1,6,2016-12-11,0.23,4,261
9224825,Deluxe studio,47247378,Hana & Gabriela,,Praha 3,50.08173086485983,14.45217842673519,Private room,894,1,5,2018-07-04,0.18,4,277
9226586,Old Town Contemporary Apartment,4221758,Daniel,,Praha 1,50.08713108321374,14.42021355169155,Entire home/apt,3794,2,7,2018-01-25,0.21,61,306
9228183,Old Town One-Bedroom Stylish Apt.,4221758,Daniel,,Praha 1,50.08526950685826,14.417009272255479,Entire home/apt,3947,2,6,2016-07-07,0.18,61,56
9228301,Old Town Chic Studio Apartment,4221758,Daniel,,Praha 1,50.086005725004185,14.415494549259872,Entire home/apt,2529,2,7,2018-07-12,0.21,61,61
9232974,Charming flat w/balcony and 2 bicycles,14376654,Květoslav,,Praha 10,50.063809595417865,14.447043432225513,Entire home/apt,1308,3,65,2018-09-07,2.12,2,16
9233050,REVIDENCE Apartments Lucas,47994422,Patrik,,Praha 3,50.08634385628994,14.45825743843692,Entire home/apt,894,1,61,2018-09-02,1.76,3,340
9233310,"Apartment in the center, balcony",47995665,Míra,,Praha 2,50.06518681371449,14.42671968150819,Private room,1221,2,4,2017-07-17,0.12,1,358
9233443,Spacious Duplex with terrace Centre,47635986,Pavla & Bara,,Praha 5,50.07306140487924,14.408131066643989,Entire home/apt,3183,2,171,2018-09-16,5.00,13,73
9236609,REVIDENCE Apartments Lucas,47994422,Patrik,,Praha 3,50.08808478736666,14.456825697904184,Entire home/apt,894,1,70,2018-08-06,2.12,3,327
9242485,Summer vibes in the city center!,22608489,Petr,,Praha 5,50.07831729185072,14.408235772597699,Entire home/apt,2617,3,8,2018-08-19,0.24,1,55
9244127,ART-DECO Inspired Central Apartment Fully Equipped,48042567,Marc,,Praha 2,50.075003682761434,14.444620218818052,Entire home/apt,1047,3,96,2018-09-09,2.98,1,60
9246305,STUDIO in the heart of Prague!,6940352,Martina,,Praha 1,50.09213941099337,14.43427983717518,Entire home/apt,1025,2,160,2018-09-06,4.83,1,233
9263159,Doubleroom,12975414,Jan,,Praha 12,50.002311806021915,14.425004770020804,Private room,1461,1,0,,,2,365
9264322,Old Town Courtyard Studio,4221758,Daniel,,Praha 1,50.08590110577399,14.415427457521035,Entire home/apt,2529,2,3,2018-08-11,0.09,61,52
9264409,Old Town One-Bedroom Hip Apartment,4221758,Daniel,,Praha 1,50.08566638046901,14.41583240239883,Entire home/apt,2922,2,7,2018-09-03,0.21,61,56
9266606,Beautiful apartment near the city center,48134179,Šimon,,Praha 4,50.05821788470628,14.430734928101806,Entire home/apt,850,2,84,2018-09-17,3.18,1,127
9269508,Luxury Penthouse River View,48146682,Ricky,,Praha 2,50.07574143007988,14.416302546412348,Entire home/apt,4993,2,98,2018-09-14,2.96,3,338
9271854,Apartman Martina: on the metro;wifi,48155960,Martina,,Praha 9,50.12978418474236,14.49515441317285,Private room,1744,2,10,2018-01-02,0.30,1,0
9274552,Modern Apartment in the City Centre!!!!,48167755,J&J,,Praha 1,50.07990360452446,14.424228188145776,Entire home/apt,7610,1,258,2018-09-06,7.39,21,137
9279147,Fantastic attic 2 floors of 90m2 2BD with terrace,47182298,Gina,,Praha 3,50.07956440303804,14.451759587229809,Entire home/apt,1330,2,141,2018-08-09,4.04,5,138
9285997,❤️  Central 3 BR Condo with Parking & Balcony ❤️,48220317,Tomy,,Praha 8,50.095363546373584,14.454277530629865,Entire home/apt,3096,2,164,2018-09-03,4.72,2,142
9286039,"Villa, 15 min. od centra s bazenem a terasou",5858249,Zoja,,Praha 6,50.081229650577555,14.361227948700119,Private room,1526,2,17,2018-08-05,0.60,2,250
9288121,Lokál Inn,48228978,Jana,,Praha 1,50.086514983494226,14.408523003818363,Private room,4579,1,0,,,1,0
9290067,Comfort studio right in the center,11357884,Edgar,,Praha 1,50.084462839692506,14.41705183746077,Entire home/apt,2268,2,159,2018-09-01,4.61,3,317
9296775,LITTLE MONASTERY,44829254,Slávka,,Praha 5,50.0744698853627,14.383381080279,Entire home/apt,720,2,171,2018-08-29,5.14,1,101
9298222,"Apartman 4B , 4 patro bez vytahu",9805316,Filip,,Praha 1,50.07844062867232,14.416381499559431,Entire home/apt,22611,2,7,2018-04-01,0.23,6,308
9298907,"A private cozy room in the center of Prague, WiFi",48275338,Elena,,Praha 3,50.08400419914174,14.449955637512396,Private room,436,1,247,2018-09-10,7.26,1,245
9308309,Green place close to central Prague,27456758,Pavlina,,Praha 10,50.08563954553261,14.488844025958981,Entire home/apt,2617,1,1,2016-10-02,0.04,1,0
9310171,Central Riverside Apartments 2BDR,17487342,Elena,,Praha 1,50.078920038822915,14.416835876495039,Entire home/apt,3292,4,2,2017-05-30,0.06,4,348
9321154,Big room close to the city centre,21295441,Katka,,Praha 5,50.07266133292295,14.400212257442384,Private room,458,3,41,2018-08-26,1.56,1,339
9325411,"Triple Room ""The Cozy & Comfortable 1""",46309049,Paul,,Praha 5,50.06560121342763,14.401890428333944,Private room,1526,2,21,2017-01-07,0.60,6,230
9328990,room in a penthouse in the centre,48417627,Paolo,,Praha 2,50.079678865442936,14.435701947824997,Private room,632,2,152,2018-08-31,4.45,1,131
9336581,Charming Old Town Center apartment,48458241,Patricia,,Praha 1,50.08443277654558,14.420747800139695,Entire home/apt,1766,3,96,2018-08-27,2.80,2,18
9344660,"FLAT, 30min>centre, FREE TAXI",25723658,Lukáš,,Praha 15,50.05041231215853,14.54301785536388,Entire home/apt,501,3,2,2017-08-28,0.06,1,0
9349693,LARGE Apartment in Prague Center!,22794034,Tomáš,,Praha 1,50.091450535370534,14.43060118736199,Entire home/apt,2006,1,41,2017-08-07,1.32,7,105
9357069,Synagogue APT in the Old Town of PRG,17809669,Youresidence,,Praha 1,50.09027909786602,14.420160747338297,Entire home/apt,894,3,37,2018-09-14,1.17,20,327
9357961,Sunny flat in a beautiful location,48395395,Monika,,Praha 8,50.09325966638962,14.457176268101302,Shared room,501,1,0,,,1,0
9358332,Alexandra Old town square apartment 1st(20pax),48564538,Alexandra,,Praha 1,50.086113151703856,14.421564353070298,Entire home/apt,7741,1,32,2018-08-19,0.93,6,352
9358388,"New TWO floors apartment, terrasse - near downtown",6497603,Peter,,Praha 4,50.0360531087174,14.41098799743843,Entire home/apt,1308,3,118,2018-09-04,3.53,3,146
9364252,Jan Antonin's loft A,48355908,Jan Antonin,,Praha 7,50.10089087834353,14.418063120324938,Private room,501,1,66,2018-09-04,1.99,1,0
9367146,"In the heart of city..new,warm,cozy",10773863,Romana,,Praha 2,50.07457715375357,14.429417033421021,Entire home/apt,981,2,144,2018-09-08,4.24,2,19
9367559,"Nice new flat, 20 min to the center. Free parking",5941300,Marie,,Praha 10,50.078490838885905,14.501823695162214,Entire home/apt,698,1,22,2018-09-11,0.66,1,321
9370819,Exclusive Prague Castle location,48620812,Dana,,Praha 1,50.0888166143771,14.394146066895976,Entire home/apt,2268,2,2,2018-04-30,0.09,2,261
9378868,"Cozy room for one, wifi, near metro station",33969090,Hana,,Praha 11,50.03508270150776,14.52347909500108,Private room,371,2,90,2018-07-19,3.13,7,0
9379171,Vintage  apartment,48660442,Stella,,Praha 7,50.09964406466352,14.442002794527756,Entire home/apt,981,1,131,2018-08-09,3.88,6,35
9381333,Beautiful apartment near the center,33450514,Ondřej,,Praha 2,50.06515962775441,14.428526557564565,Entire home/apt,1199,2,52,2018-09-04,1.72,1,143
9382157,CENTRAL  [ PARTY ALLOWED ] UP TO 7 GUESTS APT,24660201,Monika,,Praha 1,50.07793130956818,14.42588267532129,Entire home/apt,2006,2,138,2018-09-05,4.01,1,55
9384102,One bed in comfortable room for 6 girls,40803897,Kristyna,,Praha 1,50.09068618176859,14.435519399427935,Shared room,371,1,2,2016-09-17,0.07,17,365
9385488,One bed in shared room for 10 people,40803897,Kristyna,,Praha 1,50.08980751008013,14.434425783096396,Shared room,305,1,9,2016-08-26,0.26,17,352
9387372,"Lovely, luxury, modern centric apartment",48696206,Zaneta,,Praha 4,50.06106903817453,14.445620621146324,Entire home/apt,1352,2,34,2018-08-19,1.03,1,333
9398105,MA31-Elegant Serviced 110m2 | in Centre,5282,Klara,,Praha 1,50.08778782926306,14.41914804023923,Entire home/apt,7631,1,9,2017-05-29,0.28,70,15
9398135,KA32-Exclusive 2bdr. /2bath superb location centre,5282,Klara,,Praha 1,50.081354458242025,14.413429460505906,Entire home/apt,5887,1,10,2017-10-01,0.32,70,6
9398147,KA52-Exclusive 2bdr./2bath with balcony - Old Town,5282,Klara,,Praha 1,50.08283022086552,14.413502789524834,Entire home/apt,6694,1,4,2018-07-27,0.13,70,0
9398153,KR12-Superior 2bdr. by the Charles Bridge - centre,5282,Klara,,Praha 1,50.08667055214219,14.416043684877868,Entire home/apt,5756,1,2,2018-05-27,0.06,70,13
9398164,B52-Huge Serviced Penthouse | Centre,5282,Klara,,Praha 1,50.09046532181623,14.41775833822426,Entire home/apt,8286,1,11,2016-12-18,0.33,70,11
9398171,R22-Cosy 1br renovated 14th cent. house Old Town,5282,Klara,,Praha 1,50.0884454838381,14.426604909319344,Entire home/apt,3162,1,8,2018-08-26,0.25,70,44
9398209,KS54-Serviced Attic 63m2 | Center,5282,Klara,,Praha 1,50.083311374135775,14.415225572656006,Entire home/apt,3641,1,2,2016-02-29,0.06,70,23
9398237,KS34-Elegant & Serviced in Centre,5282,Klara,,Praha 1,50.08317622874251,14.415180621784723,Entire home/apt,3641,1,1,2017-04-17,0.06,70,37
9398256,KS53-Spacious Serviced 85m2-Center,5282,Klara,,Praha 1,50.083363312188084,14.414800613895423,Entire home/apt,3838,1,5,2017-05-26,0.16,70,21
9398264,M502-Modern & Cozy Serviced | Center,5282,Klara,,Praha 1,50.08974580280672,14.423062831422904,Entire home/apt,2486,1,6,2017-05-03,0.18,70,0
9398597,Dear Prague Apartment+free parking,34725977,Veronika,,Praha 5,50.07146515864891,14.401652752272161,Entire home/apt,1243,2,109,2018-09-17,3.13,1,152
9399505,A quiet spot for 2 just in the centre T-junction,48748727,Kvetoslav,,Praha 1,50.07987544252791,14.420314357579105,Entire home/apt,3009,1,152,2018-08-15,4.47,1,34
9404079,Calm area apartment,38681479,Vojtech,,Praha 4,50.05256733428542,14.479909640951321,Entire home/apt,1395,1,12,2018-08-15,2.08,1,169
9405467,Cozy private room in Prague center,40803897,Kristyna,,Praha 1,50.09026167915784,14.434052418960514,Private room,1003,1,3,2016-04-25,0.09,17,362
9420772,Lorenz apartment,3545876,Dean,,Praha 1,50.09020535712659,14.400289163782205,Entire home/apt,2006,2,1,2017-01-03,0.05,10,323
9421429,L´appartement 10 minutes du centre,48567417,Adela,,Praha 4,50.05359107577593,14.421924715172958,Private room,698,3,46,2018-07-08,1.40,1,359
9424246,Prague's 1896-year experience,22940349,Emma,,Praha 5,50.080280908215094,14.403927913117514,Entire home/apt,2420,2,13,2017-08-21,0.47,9,38
9427377,Retro cozy apt in the heart of prag,48870358,Klára,,Praha 7,50.09955848128564,14.432208039373318,Entire home/apt,2006,4,45,2018-09-03,1.34,1,357
9429568,"wider centr of Prague, quiet and safe location",48878902,Daniel,,Praha 10,50.067299252056465,14.45814349586463,Entire home/apt,807,2,62,2018-09-09,2.81,1,81
9438145,"New flat,family-friendly,cosy space",48917933,Cesar,,Praha 10,50.07181073791893,14.461735700763395,Entire home/apt,807,1,145,2018-09-16,4.81,2,95
9438358,Single room,48640172,Hostel,,Praha 1,50.08649106140209,14.42142181407149,Private room,392,1,1,2015-11-15,0.03,15,320
9438723,P1 Cozy apartment 5 min. to centre,2196878,Jan,,Praha 3,50.07698977841424,14.465543060479687,Entire home/apt,632,2,174,2018-09-10,5.12,6,239
9439569,Central apartment in Prague 3,34503166,Guy,,Praha 3,50.089893863975206,14.466390026742287,Entire home/apt,567,2,1,2016-01-03,0.03,1,0
9442774,Vinohrady garden apartment,32249210,Jan,,Praha 2,50.07089809883249,14.43964154322675,Entire home/apt,2333,1,52,2018-08-30,1.57,3,337
9443014,Unique apartment near Prague Castle,29389187,Martin,,Praha 1,50.089812038751305,14.40058364261632,Entire home/apt,3489,60,3,2018-04-05,0.09,1,365
9444276,Loft studio in good location,48944264,Jakub,,Praha 4,50.057840327080925,14.452817042919404,Entire home/apt,807,2,95,2018-01-22,3.13,1,0
9445387,"MONASTERY STUDIO with PlayStation3, lounge, gym",38657275,Daniela,,Praha 5,50.0752799228853,14.382080555828544,Entire home/apt,894,1,2,2017-01-02,0.10,1,0
9445954,"Komfortabel Zimmer mit Bad, Frühstück und Wi-Fi",48951495,Jan,,Praha 3,50.08583287217957,14.45532035645348,Entire home/apt,501,1,30,2018-07-22,0.90,7,83
9446640,Apartment - trendy location Andel,48954411,Zuzana,,Praha 5,50.06469950663116,14.400869491415126,Entire home/apt,981,2,22,2018-08-12,0.67,1,50
9446832,Modern & Central Apartment @Karlín,34120179,Jan,,Praha 8,50.093349516972005,14.451067511794788,Entire home/apt,894,1,108,2018-08-31,3.16,1,233
9447432,Komfortabel Appartement mit Wi-Fi Prager Zentrum,48951495,Jan,,Praha 3,50.08692358999299,14.453698059681784,Entire home/apt,480,1,16,2017-12-21,0.47,7,85
9448744,Appartement im Prager Stadtzentrum,48951495,Jan,,Praha 3,50.08774648224014,14.455637118423683,Entire home/apt,698,1,24,2018-01-12,0.76,7,324
