id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19815716,Central Apartment in Prague's Historic Town,97392640,Farah,,Praha 2,50.0763571205993,14.427900041496665,Private room,1199,3,43,2018-09-17,3.04,1,5
19819064,Luxury New Apartment Prague Castle*****,140022745,Real Prague Apartments,,Praha 5,50.07990329048308,14.405361420505377,Entire home/apt,3009,2,66,2018-08-26,4.57,2,347
19819115,New renovated apartment,107431981,Dana,,Praha 4,50.04294319683806,14.421167675036129,Entire home/apt,1243,1,7,2017-10-30,0.51,1,0
19820733,Charming 1BR apt in Vinohrady | R,57112103,Igor,,Praha 3,50.07691103972417,14.44908203738174,Entire home/apt,1199,2,2,2018-03-11,0.19,12,280
19822923,Lovely and luxury apartment in the heart of Prague,139997851,Andrea,,Praha 5,50.07782452486128,14.402113908093964,Entire home/apt,2507,2,26,2018-09-01,1.87,1,130
19824736,Central Old Town Apartment,2161031,Marek,,Praha 1,50.09076487161003,14.42393608644374,Entire home/apt,2507,1,39,2018-08-28,2.90,9,288
19826773,Romantic double decker apartment 2 min from metro,4218451,Alex+Daria,,Praha 9,50.10674937034728,14.491104675106095,Entire home/apt,829,4,4,2017-12-10,0.30,2,0
19827298,"Two-storey 90sqm Attic apartment, 2 bathrooms",48855359,Michal,,Praha 1,50.078822649507906,14.418662830810081,Entire home/apt,2507,2,26,2018-07-16,1.84,2,160
19827653,"Elegant! Cozy, Spacious, new room close to center",73140145,Nusha,,Praha 3,50.078811673618205,14.459126161052376,Private room,1286,1,26,2018-08-07,1.79,2,75
19828231,Cosy room - Just Minutes from Old Town Prague!,23535098,Mark And Marcela,,Praha 2,50.077177755238054,14.436323721665634,Private room,458,1,97,2018-09-16,6.78,2,97
19832736,Studio Metamorphosis,2691904,Lukas,,Praha 1,50.088318471093764,14.41902140888395,Entire home/apt,12734,2,1,2018-06-29,0.36,56,289
19833069,"One-bedroom apartment near I.P.Pavlova,50 m2 (2+2)",1629431,Alex & Natalia,,Praha 2,50.07304668713534,14.43013649463217,Entire home/apt,1395,2,41,2018-08-25,2.91,21,252
19833540,Two Bedroom Apartment Maisel,2691904,Lukas,,Praha 1,50.08815600181327,14.418011446261499,Entire home/apt,12734,2,1,2017-09-01,0.08,56,307
19834013,One Bedroom Apartment Mordecai,2691904,Lukas,,Praha 1,50.08865823690712,14.418934952738285,Entire home/apt,12734,2,2,2018-07-26,0.25,56,286
19834178,Cosy apartment near the river,66197705,Petra,,Praha 5,50.07202511922061,14.408228757904055,Entire home/apt,1352,2,24,2018-03-31,1.72,1,0
19834257,"Charming apt with fireplace, hip Prague district",8068634,Anita And Lucie,,Praha 10,50.0678967632451,14.456071582820867,Entire home/apt,1308,2,20,2018-09-09,1.43,3,168
19834341,One Bedroom Apartment Marcus,2691904,Lukas,,Praha 1,50.08833213671494,14.419542205804365,Entire home/apt,12734,2,1,2018-05-21,0.24,56,296
19834783,Prague New Town Studio #845 | NEW design,9759443,Martin,,Praha 2,50.07860282194049,14.41960624971725,Entire home/apt,1984,2,49,2018-09-19,3.70,4,131
19834865,Prague New Town Studio #845 II | NEW design,9759443,Martin,,Praha 1,50.079655977177765,14.418881805528363,Entire home/apt,1984,2,53,2018-09-11,4.04,4,122
19834892,Nice flat in Prague 2,13846314,Svatava,,Praha 2,50.07922835267436,14.436106166153952,Entire home/apt,2006,3,3,2017-08-21,0.21,7,0
19835800,Nomad room n.4,37671633,Lukáš,,Praha 3,50.08637066340436,14.453531815425691,Private room,392,1,21,2018-09-08,1.46,35,0
19839287,MY HOME(for 4-8 travelers/4-8 beds),25684882,Emily,,Praha 7,50.10001836543092,14.42608422816084,Shared room,305,1,10,2017-09-03,0.69,3,0
19839562,New sunny apartment in the center of  Prague 1,140236662,Lenka,,Praha 1,50.08078684325734,14.422447087672056,Entire home/apt,2791,3,34,2018-08-26,2.58,1,158
19840077,Spacious bright room close to Prague centre,11509320,Valentina,,Praha 2,50.07516353395584,14.441784612862346,Private room,807,1,11,2018-07-27,0.80,1,0
19841041,Cozy 2-room flat 15 minutes from the Old Town,140251977,"Dimi, Masha And Leo",,Praha 3,50.08453688716296,14.47129523725259,Entire home/apt,872,1,12,2018-08-12,0.89,1,18
19842027,Apartment with safe parking minutes from subway,11289113,Michal,,Praha 20,50.12239057670625,14.6320706649432,Private room,501,2,3,2018-05-15,0.27,1,332
19850818,MY HOME,25684882,Emily,,Praha 7,50.100321852287145,14.424586838791823,Shared room,305,1,4,2017-10-01,0.29,3,0
19850829,Winternitzova vila - Adolf Loos,140225613,David,,Praha 5,50.06717585838449,14.388166148978353,Entire home/apt,6498,1,0,,,1,0
19853417,Cosy Apt · Hip district · Centre nearby!,92781139,Jakub,,Praha 3,50.08066614580859,14.455354078393556,Entire home/apt,763,2,24,2018-03-31,1.69,19,0
19854342,Cosy Attic · Nice district · Centre 5 mins!,92781139,Jakub,,Praha 2,50.072919253474325,14.432820473023856,Entire home/apt,741,2,41,2018-09-12,2.90,19,2
19857718,Modern apartment close to Prague center,140429992,Renata,,Praha 3,50.088477269120524,14.453531889543454,Entire home/apt,1199,2,23,2018-09-17,1.82,1,339
19860145,Beautiful and spacious Apartment in CentreOfPrague,101620568,Marek,,Praha 2,50.07983460217317,14.440040440831671,Entire home/apt,1395,2,14,2018-07-29,0.99,3,0
19863670,"Keplerova, Prague CZ",117510818,Lea,,Praha 1,50.08768752763857,14.388853819260287,Entire home/apt,3292,2,2,2018-05-01,0.23,1,362
19871655,Luxury flat in Prague 3+1,140586351,Irena,,Praha 8,50.13098874434343,14.479480239249,Entire home/apt,1243,2,13,2018-08-06,0.96,1,12
19873734,Heart of Old Prague,72152057,Frantisek,,Praha 1,50.084183786678764,14.41939554278113,Entire home/apt,1962,2,3,2018-04-19,0.22,1,145
19873873,"Cozy flat 2 rooms, terrace, FREEwifi, near centre",70198001,Radim,,Praha 4,50.05752572139132,14.42910022926339,Entire home/apt,4993,2,8,2017-11-24,0.59,3,90
19874794,Sunny Quiet Central Home with Bathtub,40879011,Eva,,Praha 3,50.0872210470036,14.450499637468884,Entire home/apt,959,2,15,2018-09-13,3.26,2,123
19874979,Perfectly situated room in LUKA,66543765,Monika,,Praha 13,50.0463039977415,14.325201952619754,Private room,349,1,10,2018-08-09,0.71,1,81
19876482,"NEW STUDIO-10 minutes to Old Town, guarded parking",84103974,Radka Myskova,,Praha 4,50.05836134772225,14.451036293996436,Entire home/apt,1112,1,47,2018-08-30,3.27,7,257
19882296,Apartment with bedroom Prague Garden Towers,140707882,Dmitry,,Praha 3,50.084100309461796,14.466503401871114,Entire home/apt,3205,2,1,2018-07-26,0.53,1,0
19883075,New apartment at the river close to Charles bridge,74788739,Irena,,Praha 5,50.073346042360384,14.408952652452173,Entire home/apt,1003,2,67,2018-09-05,4.81,2,10
19885769,Charles District Inn #1,47498113,Annaven,,Praha 8,50.09345044320849,14.44318932269781,Entire home/apt,894,2,3,2017-12-17,0.21,16,188
19886582,New Desinger Apartment 7min Center ! Wi/Fi-Coffee,140758667,Lilianna,,Praha 10,50.069772651236455,14.462730274969205,Entire home/apt,1592,2,2,2018-04-02,0.14,1,90
19886798,Big cozy room in a well situated apartment,78619309,Vladimira,,Praha 10,50.079121690401706,14.504663319237775,Private room,1090,2,16,2018-09-09,1.19,1,83
19890822,"12 min to Wenceslas sq., located in quiet street",127396494,Janko,,Praha 10,50.07636300659093,14.476344446962294,Entire home/apt,1199,2,53,2018-09-02,3.90,1,35
19891291,"city center Prague, wifi, shared room",140814162,Zdeni,,Praha 1,50.09103480583671,14.431170526364586,Shared room,305,1,1,2017-08-01,0.07,1,0
19891592,Уютная студия для двоих.,140817183,Artur,,Praha 2,50.06750213009947,14.433927076441263,Entire home/apt,1003,1,4,2017-08-17,0.28,1,0
19896427,Kinsky park view 110sqm app,60254304,Radim,,Praha 5,50.07803435155263,14.402983952703368,Entire home/apt,4993,2,17,2018-09-04,1.21,1,7
19896529,110 m2 spacious apt with 2 bath & balcony,57112103,Igor,,Praha 2,50.078962391426785,14.44483873641062,Entire home/apt,1788,1,17,2018-09-11,1.72,12,2
19896548,Charles District Inn #2,47498113,Annaven,,Praha 8,50.09226096511986,14.44351508784018,Entire home/apt,894,2,23,2018-08-20,1.61,16,220
19896727,Great location 3 separate bedrooms designers apt,24476648,Jan & Jana & Boris,,Praha 2,50.07423096269178,14.443029200157984,Entire home/apt,1766,2,44,2018-08-26,3.13,67,235
19897163,Amazing Apartment in Prague One!,12747563,Mike,,Praha 1,50.080564445448914,14.420752128697176,Entire home/apt,1243,3,68,2018-08-31,4.95,3,308
19897650,Big 4-BD flat 10 min from the center,13846314,Svatava,,Praha 2,50.07878399497797,14.445680106725456,Entire home/apt,2791,3,1,2017-07-31,0.07,7,0
19897986,Big apt. with balcony near centre,13846314,Svatava,,Praha 3,50.08064286113249,14.449142654718782,Entire home/apt,2268,3,0,,,7,0
19898137,Venceslas/Old Town sq. studio for 2 ppl,13846314,Svatava,,Praha 1,50.08405790586562,14.424048262001547,Entire home/apt,1504,3,3,2017-08-22,0.22,7,0
19898463,"Bed in 8-bed dormitory, incl.breakfast",76288751,Hana,,Praha 3,50.087617096376256,14.446939766236717,Shared room,501,1,54,2018-09-17,3.81,17,71
19899155,EXPO 2 separate bedrooms with great rooftop,24476648,Jan & Jana & Boris,,Praha 8,50.09607487474471,14.465942889074126,Entire home/apt,1461,2,18,2018-08-30,1.35,67,323
19900128,Cozy private room,127199712,Alexandra,,Praha 9,50.12041095895929,14.50343531421683,Private room,480,1,1,2018-09-05,1,1,203
19900596,Historical room in the middle of the Old Town,140912331,Merinda,,Praha 1,50.088530458446265,14.41633637177039,Private room,981,2,2,2017-08-28,0.15,1,0
19905045,"Cozy flat with balcony, wifi and parking",5373514,Sylva,,Praha 18,50.12771891942562,14.505167738375865,Entire home/apt,698,3,3,2017-08-10,0.21,1,0
19906817,Panoramic apartment with roof terrace with Jacuzzi,67170748,Marco,,Praha 3,50.086764140586446,14.465498463340369,Entire home/apt,4841,3,10,2018-09-13,0.80,9,56
19907592,PRIVATE ROOM at Vinohrady district,139989945,Richard,,Praha 3,50.07809322143734,14.455533484226837,Private room,436,2,5,2017-08-25,0.36,3,0
19908552,Lovely apartment in the heart of the Old town.,3127313,Klára,,Praha 1,50.09164258972573,14.424485243191656,Entire home/apt,1657,2,47,2018-09-08,3.32,13,136
19908767,"Cozy, modern, fully equipped apartment near center",85433313,Josef,,Praha 8,50.1089586614153,14.477094589048058,Entire home/apt,1090,2,48,2018-09-09,3.40,1,227
19909049,Cosy renovated place near the center of Prague,37306349,Kamila,,Praha 10,50.06578433929441,14.456495274995328,Entire home/apt,894,2,38,2018-08-25,2.87,1,292
19910251,Bright two bedroom apartment - best location,83081342,Eva,,Praha 2,50.0766508080026,14.447603326766869,Entire home/apt,1657,2,35,2018-09-17,2.47,2,36
19911549,Lovely & Comfortable : Convenient EXPO location,10680564,Tereza,,Praha 7,50.10584539654874,14.43595249097486,Entire home/apt,1003,3,27,2018-09-16,1.97,17,57
19912484,Cozy Apartment with peace,1280846,Asif,,Praha 4,50.03349723560047,14.446222112582303,Shared room,392,1,1,2017-07-23,0.07,1,0
19913229,3 Bed Luxe Apartment near Beautiful Parks & Center,141039345,Jana,,Praha 4,50.047665703151225,14.428369168813294,Entire home/apt,4993,2,27,2018-08-28,1.91,1,54
19917972,"QUIET APARTMENT in PANKRAC, 10 min from Old town",46964231,Lucie,,Praha 4,50.04804606302466,14.44155818248843,Entire home/apt,1199,2,16,2018-09-09,1.19,1,348
19918952,ROOM IN FLAT with SPECTACULAR VIEW in VINOHRADY!,50420658,Jakub,,Praha 10,50.073998833439035,14.449467022392154,Private room,589,1,11,2017-09-24,0.79,1,0
19919411,"Modern apartment,close to the city centre,parking.",89455793,Jiri,,Praha 9,50.129889883527184,14.491855988456699,Entire home/apt,1504,2,9,2018-08-26,0.67,1,85
19920561,Big 2 bedroom apartment by the river near center,132988029,Michal,,Praha 5,50.06940781220904,14.409523776091952,Entire home/apt,1657,2,55,2018-08-20,3.90,2,154
19921823,"Studio in calm area-5min metro, 15min city center",125335562,Jakub,,Praha 11,50.03762205714109,14.48275413408435,Entire home/apt,959,2,30,2018-09-05,2.12,1,0
19922973,"Accommodation for groups Prague, incl. breakfast",76288751,Hana,,Praha 3,50.08664133925711,14.44605702960976,Private room,6607,1,4,2018-07-01,0.72,17,71
19923034,Beautiful cozy flat close to center,94303676,Denisa,,Praha 10,50.08146361182241,14.502258920588133,Entire home/apt,785,2,14,2018-08-19,1.02,2,313
19928185,River Side Studio,38100935,Erudon,,Praha 8,50.09406588553286,14.457955207263447,Entire home/apt,807,1,67,2018-09-17,4.73,31,105
19929316,3 BR Central Apartment - Peace Square,38100935,Erudon,,Praha 2,50.07502827189773,14.44253007275545,Entire home/apt,2507,1,57,2018-09-17,4.54,31,32
19929449,Comfort and luxury at the heart of Prague,72153083,Sarka,,Praha 1,50.0798590980372,14.418619626200114,Entire home/apt,2551,2,23,2018-09-12,3.99,1,2
19930434,New flat near center and O2 Arena on the Bus stop.,12978728,Jakub,,Praha 9,50.10026419232794,14.489613124575673,Entire home/apt,959,4,2,2018-07-29,0.90,3,0
19935965,"One room apartmen near centrum,family - friendly",141269581,Lenka,,Praha 10,50.075434107333905,14.492140223750521,Entire home/apt,1199,2,14,2018-08-17,1.00,1,169
19937567,Beda's apartments,41758990,Zdýnajs,,Praha 3,50.08451576433307,14.44919475300306,Private room,741,1,6,2017-08-20,0.43,1,0
19941202,"Apt. w/ terrace, trendy quarter near Oldtown",14376654,Květoslav,,Praha 7,50.10567829380422,14.435896030555229,Entire home/apt,1199,3,13,2018-08-23,0.97,2,17
19945416,Pokoj pro 4 osoby s jednolůžky a vlastní koupelnou,135003863,Michael,,Praha 17,50.07402592252915,14.3249888903856,Private room,741,1,0,,,1,0
19947031,Nice and airy apartment in the center of Prague.,92395349,Adam,,Praha 2,50.07286526429153,14.44511311990486,Entire home/apt,1221,2,56,2018-09-08,3.95,1,60
19949445,Stylish and huge flat in the vibrant Karlin,10760893,Simone,,Praha 8,50.092269365201915,14.460173997485795,Entire home/apt,2006,2,8,2018-08-31,0.57,1,270
19955463,Rose Apartment,105741472,Bohemian Estates,,Praha 1,50.082430062798075,14.430192270523504,Entire home/apt,916,2,13,2018-08-04,0.93,72,44
19957106,Graficka studio,12597590,Daniela,,Praha 5,50.07442002912101,14.395597032443566,Entire home/apt,785,2,13,2018-08-06,0.93,1,0
19957612,Spacious sunny room with a balcony near the centre,2809662,Vratislav,,Praha 7,50.10144362016882,14.422126663319615,Private room,611,2,0,,,2,0
19957792,Krystof´s studio 10 min directly to the center,89402543,Kryštof,,Praha 4,50.0531008173726,14.439401775964152,Entire home/apt,872,1,54,2018-08-25,4.62,1,22
19958428,Modern Square View Apartment,38100935,Erudon,,Praha 3,50.0847240019579,14.453003238752222,Entire home/apt,3009,2,32,2018-09-16,2.26,31,45
19960630,Cozy hipster bed in flat with cat,11890705,Tereza,,Praha 8,50.09157816777793,14.446360654472336,Shared room,436,1,10,2018-09-15,3.75,1,75
19960692,Prague apartment City center 7 min,82241800,Zdeněk,,Praha 8,50.10183523800492,14.474368316507247,Entire home/apt,654,3,52,2018-09-11,3.73,26,55
19961849,"Lovely, welcoming  apartment in the center",116494261,Dan,,Praha 1,50.0903382919407,14.431545421096455,Entire home/apt,1003,3,37,2018-09-01,2.98,3,121
19968808,grosses Zimmer in zentraler Jugendstil Wohnung,20253725,Mark,,Praha 3,50.07692390170582,14.457577760394532,Private room,698,2,27,2018-09-10,2.05,2,342
19973303,Elegant apartment at Vitkov (RED APARTMENT),104809251,Lukáš & Chiara,,Praha 8,50.09090406392731,14.44981368295534,Entire home/apt,1395,2,21,2018-08-21,1.67,11,88
19973864,Prague family appartement,26422768,Zuzana,,Praha 6,50.101083284875976,14.405589077485782,Entire home/apt,1526,1,44,2018-09-01,3.24,1,282
19977608,Nice cosy room,1256348,Roza,,Praha 7,50.10274683547877,14.424401003700373,Private room,480,1,26,2018-08-05,1.86,2,0
19978947,Apartment 8.1,19279171,Tereza,,Praha 3,50.079791592538726,14.453672621645454,Entire home/apt,1504,2,9,2018-07-16,0.65,9,2
19979572,Spacious Apartment Ujezd- up to 12 persons,59196728,Vojtěch,,Praha 1,50.08264928765053,14.40582999369023,Entire home/apt,2507,1,18,2018-09-09,1.81,7,39
19979889,NEW APARTMENT METRO C,131930130,Ivana,,Praha 4,50.0581394342181,14.436260987125571,Entire home/apt,1199,1,4,2018-01-01,0.29,1,18
19982965,"Private house, fully equipped, safe parking",3214053,Jirka,,Praha 13,50.043493924301856,14.284602156631466,Entire home/apt,720,2,29,2018-09-19,2.12,3,343
19984010,"5 mins to Prague Main Train Station, Cozy Room",26730102,James,,Praha 1,50.08579041881982,14.432094051211982,Private room,698,3,0,,,2,0
19988306,Bhakti-yoga sessions & accommodation (c),122119793,Frantisek,,Praha 3,50.08384030834052,14.452184091589455,Shared room,218,1,2,2017-12-29,0.15,14,317
19989120,"Luxury, Grandeur, TERRACE, Garden Old Town square",3961711,Veronika And Ilan,,Praha 1,50.08583639322133,14.419092921208161,Entire home/apt,4841,1,25,2018-08-24,1.80,11,2
19993426,Quiet room close to city center,36964898,Martin,,Praha 3,50.08089882627511,14.459522775663952,Private room,807,1,37,2018-08-29,2.71,1,95
19995968,"Nocleh,tydeni atd. Private room in apartment 2kk",141877053,Dominik,,Praha 4,50.04093843714572,14.472231404473694,Private room,392,10,0,,,1,365
19996352,Nice flat next to cool place in Vršovice,141881357,Vojta,,Praha 10,50.07277640755344,14.474304489476264,Entire home/apt,698,2,4,2017-10-08,0.28,1,0
19999204,Apartment ZABA in a peaceful residential area,140697526,Hanka,,Praha 6,50.09601418392444,14.366329890683348,Entire home/apt,807,1,34,2018-09-10,2.60,1,23
19999749,"Wonderful/luxury, huge terrace in a very popular",75175559,Sarka Petr,,Praha 8,50.09185126985017,14.441251367721772,Entire home/apt,2551,3,10,2018-08-15,0.83,3,65
20005267,Apartments Bělehradska,126912882,Mezyad,,Praha 2,50.067777053456155,14.433468096501864,Entire home/apt,1570,2,1,2018-04-01,0.17,1,99
20007930,Comfortable apartment next to Park Stromovka,6126069,Eliane And Muriel,,Praha 7,50.10087034112747,14.426868953904751,Entire home/apt,981,1,9,2018-09-01,3.46,5,263
20009029,LIGHT apt in PRAGUE city center,142024918,Marek & Angel,,Praha 2,50.07900083991282,14.446171143012755,Entire home/apt,1701,1,45,2018-06-11,3.21,10,15
20009346,Sunny & cosy appartment in a hip district Karlin.,45458265,Ivan,,Praha 8,50.09343125359981,14.45175344529505,Entire home/apt,698,2,17,2018-09-16,1.22,1,5
20009476,Charles Bridge room 3,7089905,Brian,,Praha 1,50.08325794182903,14.416112560298542,Private room,807,2,23,2018-09-03,1.65,15,3
20012067,Green Apartment near Prague Castle,10436102,Lenka,,Praha 6,50.09980382068177,14.402812187708669,Entire home/apt,501,1,56,2018-09-10,4.15,2,330
20013840,»SNUG&UNIQUE /Across the River/ Worth Exploring«,38416418,Radka,,Praha 7,50.10326481710827,14.447556264617871,Entire home/apt,1395,2,83,2018-09-17,6.12,2,129
20018980,Top floor apartment with a view to Prague,142148724,Екатерина,,Praha 4,50.06195011829748,14.44312632741882,Entire home/apt,501,7,0,,,1,0
20021656,Apartment in Heart of Prague,108867868,Marta,,Praha 2,50.080378629485686,14.434728985543792,Entire home/apt,1199,2,14,2018-08-14,1.04,1,0
20021737,Stylish spacious OLD TOWN apartment for up to 6,3112606,Lucie,,Praha 1,50.08578660553324,14.422825923204623,Entire home/apt,2159,2,58,2018-09-09,4.18,11,67
20022752,DESIGN 2-room APT---WENCESLAS SQ.!!,141686072,Property Rentier,,Praha 1,50.07997079027634,14.427543878205935,Entire home/apt,1112,2,171,2018-08-18,4.34,11,0
20022795,RENOVATED STUDIO in HEART of PRAGUE,141690073,Property Rentier,,Praha 1,50.079042374527106,14.424850237074715,Entire home/apt,1068,2,178,2018-08-31,4.58,2,0
20022796,☆GREAT STAY for group or family☆,141690073,Property Rentier,,Praha 1,50.07848343381564,14.41830913912397,Entire home/apt,1134,1,199,2018-08-26,4.40,2,17
20022831,"BIG, 100m² FLAT at CHARLES SQUARE!!",141690615,Property Rentier,,Praha 2,50.07611672778048,14.420792504005856,Entire home/apt,1439,1,147,2018-08-23,4.07,1,13
20022846,Charming 2 bdr apt in the center :),141690982,Property Rentier,,Praha 2,50.0766006038186,14.423651534525478,Entire home/apt,1025,2,114,2018-09-03,3.77,5,46
20023337,"Top location in Prague 7, spacy and cosy",59498858,David,,Praha 7,50.097238052366684,14.431372374490104,Entire home/apt,2922,2,37,2018-08-19,2.96,1,0
20023806,Beautiful large room near to city centre,25200225,Lucie,,Praha 9,50.10653504856944,14.49049745564306,Private room,545,2,60,2018-09-16,4.36,2,334
20025773,Corner Flat,142208114,Robert,,Praha 7,50.10187861313009,14.421353285584326,Entire home/apt,1156,2,11,2018-06-11,0.80,1,0
20026406,"★Modern studio, City Center in 8 minutes!★",136792735,Nela,,Praha 3,50.07909101082626,14.459115858175911,Entire home/apt,1199,2,16,2018-09-10,1.19,1,155
20029502,Homey bedsit in Vrsovice,85865903,Kryštof,,Praha 10,50.07236718540175,14.482881757776733,Entire home/apt,501,4,7,2018-09-01,2.28,1,1
20031891,Jenny's cosy nest in the oak,110088060,JanaK,,Praha 4,50.022332425379886,14.456847060487899,Entire home/apt,1025,2,15,2018-05-06,1.58,1,49
20032981,Bright double room with private living room inside,142263963,Margò,,Praha 2,50.07630244765719,14.439200287271124,Private room,741,2,9,2018-07-30,1.89,1,0
20033965,Mimi room,142291650,Peihong,,Praha 1,50.09255474631977,14.431518072529842,Private room,894,2,17,2018-09-04,1.53,1,207
20042056,LAST MINUTE - Purnamah room,84932972,Josef,,Praha 10,50.07031891411097,14.458746634802138,Private room,501,1,10,2017-12-18,0.73,3,0
20042150,Large and comfortable flat in Prague,96393639,Lukáš,,Praha 17,50.07096466765167,14.308512268211135,Entire home/apt,545,4,4,2017-10-02,0.29,2,0
20043268,WeekendTrip Flat,131249788,Kateřina,,Praha 7,50.1027876913158,14.451323219303287,Entire home/apt,654,2,12,2018-08-25,1.29,1,0
20043740,Great room near city centre with private bathroom,138569313,Lubor,,Praha 2,50.075486946206276,14.438864469388466,Private room,1003,1,51,2018-09-15,3.67,4,155
20046795,Beautiful Flat With Huge Sunny Terrace,44168423,Tomas,,Praha 3,50.0766372385868,14.470302619895312,Entire home/apt,1199,7,20,2018-08-09,1.50,1,0
20047017,Cosy private studio flat,37671633,Lukáš,,Praha 2,50.066520596372044,14.428396832020487,Entire home/apt,1199,1,9,2017-10-29,0.66,35,74
20049025,New cosy apt close to the centre with a balcony,142434159,Daniel & Kateřina,,Praha 3,50.087237758986916,14.452407246966116,Entire home/apt,1352,2,41,2018-09-19,2.99,2,324
20049158,"Designer & Stylish : Central yet local, hip area",10680564,Tereza,,Praha 8,50.09343348582011,14.457197881740452,Entire home/apt,1068,2,62,2018-09-13,4.50,17,152
20049500,Close to nature and the city,50791340,David,,Praha 14,50.08581666944991,14.562639448402926,Private room,240,1,10,2018-09-07,2.13,2,155
20049811,Comfy modern place near Prague castle,99187008,Martin,,Praha 6,50.08478693603441,14.37652642783118,Entire home/apt,654,2,44,2018-09-08,3.64,1,59
20052234,Charles bridge apartment,142461133,Thomas,,Praha 1,50.08656634159427,14.405013286099791,Entire home/apt,2420,1,1,2017-08-17,0.08,1,0
20053493,1 ROOM * 10minTOcenter * NEW * quiet *,33017440,Veronika,,Praha 8,50.105317534370855,14.475015296132089,Private room,1265,2,3,2018-06-26,0.69,3,78
20053540,Old Town Prague Stylish 3BR apartment - 110 m²,1148706,Michal,,Praha 1,50.09035179034555,14.4234375207471,Entire home/apt,2791,3,33,2018-08-29,2.83,1,335
20054538,◄ Calm and reachable resting point ✈,23584115,Naděžda,,Praha 17,50.06539829850501,14.3016685745886,Entire home/apt,698,2,28,2018-09-09,2.09,1,98
20060258,Bright and modern apartment in a great location.,117559498,Susan,,Praha 10,50.071763623555455,14.44741773934216,Entire home/apt,981,2,14,2018-05-27,1.06,1,0
20064705,Charles Bridge room 1,7089905,Brian,,Praha 1,50.08337447948712,14.415042983028883,Private room,850,1,27,2018-09-02,1.94,15,4
20064720,Elegant apartment at Karlin (GREEN APT),104809251,Lukáš & Chiara,,Praha 8,50.090607865966554,14.448670151642201,Entire home/apt,1243,2,20,2018-08-26,1.51,11,87
20065221,Charles Bridge room 2,7089905,Brian,,Praha 1,50.08382414043208,14.416035599072211,Private room,850,1,41,2018-08-29,2.94,15,6
20066208,MY HOME(for 1 traveler/bed),25684882,Emily,,Praha 7,50.100111286092016,14.425021419757183,Shared room,305,1,4,2017-08-20,0.30,3,0
20066513,Máneska - celý byt,95289658,Lucí & Jiří,,Praha 2,50.077904240080386,14.440863247295484,Entire home/apt,1199,5,1,2017-08-04,0.07,2,308
20067612,"Large, single room, small price, center, WiFi",142624469,Šárka,,Praha 2,50.07206168405679,14.432796971096227,Private room,501,2,4,2017-08-11,0.29,1,0
20067874,Apartment Nad Museem 5th floor right,80409479,Ksenia,,Praha 2,50.07863092530648,14.43427623318657,Entire home/apt,2551,2,3,2018-07-02,0.22,8,363
20070376,Kate Apartment with Romantic view of Prague Castle,142652034,Kateřina,,Praha 2,50.07659337070715,14.426357938130542,Entire home/apt,1592,2,43,2018-09-11,3.13,1,45
20071202,Red Apartment near Prague Castle,10436102,Lenka,,Praha 6,50.098348681514025,14.40248959572938,Entire home/apt,501,1,43,2018-09-13,3.15,2,171
20072304,Large appartement with garden in Prague centre,142412773,Petr,,Praha 7,50.105783853712175,14.435274724835372,Entire home/apt,1090,2,2,2017-08-09,0.15,1,0
20077425,centrally located bright flat,9845674,Cathrine & Jason,,Praha 1,50.07832283999705,14.429187605426728,Entire home/apt,894,1,65,2018-09-17,4.79,12,90
20084916,"Lovely duplex apartment in ""Prague's Montmartre""",118951728,Micaela,,Praha 3,50.081876663618004,14.454198866401759,Entire home/apt,1199,2,52,2018-09-10,3.88,1,35
20085005,"Nice, new & clean place in city centre AMSA Studio",22672445,Adam,,Praha 1,50.07766277340325,14.42487076814899,Entire home/apt,1330,2,66,2018-09-09,4.75,4,78
20088067,Letna FK Apartment,142830004,Tomáš,,Praha 7,50.10163469987394,14.43123243224342,Entire home/apt,807,4,24,2018-08-30,1.76,1,0
20092066,in the heart of Prague + magic,142868797,Jacklyn,,Praha 1,50.08018054356072,14.414500281398299,Private room,807,1,35,2018-08-22,2.78,1,80
20096553,Studio apartment in Prague,14772237,Maxim,,Praha 4,50.051471895735155,14.462101609237905,Entire home/apt,523,1,1,2017-08-13,0.07,1,0
20096909,Modern design with essence of old Prague,67848018,Uroš,,Praha 10,50.071678492422535,14.456768718107222,Entire home/apt,1156,3,17,2018-09-05,2.95,1,266
20097205,COZY ROOM WITH PRIVATE BATHROOM IN CITY CENTER,5698870,Hana,,Praha 3,50.087041848757394,14.442825764000451,Private room,807,2,45,2018-09-07,3.23,9,150
20097422,Quiet apartment with terrace Vyšehrad,142934847,Hana,,Praha 2,50.064461926302414,14.424409559871004,Entire home/apt,1461,2,47,2018-09-17,3.41,1,154
20097433,Heart of Prague,142934676,Jana,,Praha 1,50.085698584705675,14.422551405899357,Entire home/apt,1090,1,64,2018-09-14,4.68,1,154
20115325,Eden Apartment,142976989,Michal,,Praha 10,50.06977650775893,14.47215962590496,Entire home/apt,1243,2,78,2018-09-16,5.63,1,136
20118061,Lucia's place,7612224,Lucia,,Praha 5,50.07284609643199,14.37058203313641,Private room,305,1,17,2018-09-14,1.28,1,68
