,model,name,avg_fit_time,avg_score_time,r2,mse,mae,maxE
0,default_nn,BinAll,19.625288724899292,0.06771270434061687,0.2274719973631599,3703.019598451528,47.746595357170484,268.3102108887209
1,default_nn,BinAllNoDay,18.87956468264262,0.06771349906921387,0.33606614537231333,3172.275588871169,43.72445971806027,264.07942342936946
2,default_nn,BinAllNoDayNoOut,16.67806347211202,0.06251486142476399,0.3034773941593769,3361.6241223631696,44.813263018060574,274.76348291841765
3,default_nn,BinAllNoDayNoOut20Attr,15.20909857749939,0.05727887153625488,-1.4342958095153426,11739.733238928393,86.4607747883485,360.4784473310477
4,default_nn,BinAllNoDayNoOut10Attr,13.636481841405233,0.04687952995300293,-0.6363949960723042,7754.3833292728805,69.83493473354794,291.0515841845391
5,"default_nn,max_iter=1000",BinAll,108.48750678698222,0.06773122151692708,-0.2157202451029454,5786.799573335713,60.15810126549251,334.1084070171264
6,"default_nn,max_iter=1000",BinAllNoDay,99.03800733884175,0.0729522705078125,0.22550963325830276,3685.348383265214,46.754547766832474,293.7801489072249
7,"default_nn,max_iter=1000",BinAllNoDayNoOut,86.21983782450359,0.06250063578287761,0.20274359448827559,3842.514534594169,48.445189570339515,281.6047105804621
8,"default_nn,max_iter=1000",BinAllNoDayNoOut20Attr,92.16635934511821,0.07813342412312825,-5.181479126758141,29922.21598292087,134.80393102195774,477.7570236339058
9,"default_nn,max_iter=1000",BinAllNoDayNoOut10Attr,84.04930686950684,0.0625157356262207,-10.516335336935134,55626.32208290548,190.6066183879819,481.365792809743
