Id,Label,timeset,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles
452,452,,2,6,0.221901,0.230848,35.425115,0,0
862,862,,2,6,0.235169,0.244878,46.472771,0,0
333,333,,6,6,0.241421,0.254688,1330.888413,0,0
825,825,,2,7,0.222693,0.232058,30.931385,0,0
96,96,,3,6,0.243125,0.253704,75.420706,0,0
417,417,,3,6,0.241772,0.25287,124.303706,0,0
710,710,,2,6,0.237518,0.247581,19.530952,0,0
872,872,,3,6,0.238938,0.24955,125.282049,0,0
892,892,,2,6,0.237179,0.247014,182.889443,0,0
53,53,,16,6,0.281646,0.303654,7433.858627,0,0
189,189,,7,6,0.249563,0.266617,2637.483913,0,0
255,255,,4,6,0.243777,0.25704,407.909174,0,0
260,260,,2,6,0.251131,0.263363,198.619213,0,0
414,414,,3,6,0.244733,0.258175,957.94537,0,0
548,548,,2,6,0.252082,0.264181,85.039999,0,0
565,565,,4,6,0.25,0.263113,900.844426,0,0
576,576,,2,6,0.257474,0.26952,83.792714,0,0
601,601,,3,6,0.253811,0.2663,153.599945,0,0
617,617,,2,6,0.240839,0.25292,74.682735,0,0
796,796,,2,6,0.248322,0.26031,166.883575,0,0
921,921,,2,6,0.241363,0.25322,159.11946,0,0
962,962,,2,6,0.245938,0.257858,51.794033,0,0
997,997,,2,6,0.238995,0.251218,59.314571,0,0
106,106,,7,6,0.25854,0.275843,2512.288763,0,0
125,125,,4,6,0.257873,0.270988,449.814869,0,0
137,137,,6,6,0.260292,0.275108,1015.815733,0,0
359,359,,4,6,0.251005,0.26318,906.744952,0,0
396,396,,6,6,0.248631,0.262613,1742.911154,0,0
443,443,,4,6,0.254782,0.267618,1230.549907,0,0
846,846,,2,6,0.240607,0.251134,134.472432,0,0
951,951,,2,6,0.240029,0.251268,33.318295,0,0
76,76,,5,6,0.23911,0.251602,751.946411,0,0
122,122,,3,6,0.236562,0.248665,447.286955,0,0
184,184,,2,7,0.224444,0.234344,39.459171,0,0
532,532,,3,6,0.244195,0.255789,64.403574,0,0
78,78,,3,6,0.248199,0.260694,367.613463,0,0
81,81,,13,6,0.265621,0.285552,6226.088507,0,0
117,117,,4,6,0.244793,0.258075,733.804191,0,0
123,123,,4,6,0.243599,0.25639,1069.678278,0,0
351,351,,3,6,0.239167,0.250384,317.635735,0,0
467,467,,3,6,0.249003,0.261195,566.147838,0,0
877,877,,2,6,0.232921,0.243894,161.614602,0,0
176,176,,2,7,0.217174,0.226019,38.313369,0,0
143,143,,11,6,0.26193,0.280981,3656.770746,0,0
181,181,,2,6,0.240839,0.25372,169.325751,0,0
186,186,,4,6,0.237518,0.251385,1578.856336,0,0
217,217,,2,6,0.241246,0.254238,257.7677,0,0
239,239,,2,6,0.250376,0.262913,97.747248,0,0
301,301,,2,6,0.235558,0.247698,256.442552,0,0
309,309,,4,6,0.237292,0.250934,716.845351,0,0
337,337,,3,6,0.230876,0.24331,153.027879,0,0
423,423,,2,7,0.228814,0.241051,198.196318,0,0
449,449,,2,6,0.242829,0.255289,108.45969,0,0
512,512,,2,7,0.232056,0.24417,51.834954,0,0
662,662,,2,6,0.242299,0.254338,15.600631,0,0
713,713,,2,7,0.226736,0.238631,37.916905,0,0
821,821,,2,7,0.23303,0.245872,257.793491,0,0
959,959,,2,6,0.230025,0.241758,159.104328,0,0
148,148,,7,6,0.252336,0.267484,2165.438712,0,0
190,190,,2,6,0.240144,0.251018,46.55666,0,0
474,474,,2,6,0.247891,0.258559,73.572917,0,0
500,500,,2,6,0.227874,0.237871,129.777819,0,0
847,847,,3,6,0.232002,0.242793,228.165609,0,0
979,979,,2,6,0.227563,0.23712,48.707063,0,0
182,182,,8,6,0.263728,0.279396,2160.309303,0,0
212,212,,5,6,0.239798,0.25322,1024.985013,0,0
526,526,,3,6,0.231357,0.242359,806.613254,0,0
541,541,,5,6,0.243599,0.256039,762.248093,0,0
956,956,,3,6,0.241655,0.25297,80.751097,0,0
977,977,,3,6,0.231518,0.242509,285.251618,0,0
408,408,,2,7,0.217174,0.225735,87.561187,0,0
953,953,,2,6,0.219319,0.228579,84.016925,0,0
61,61,,4,6,0.250564,0.265966,1249.070737,0,0
153,153,,4,6,0.250942,0.264097,967.80025,0,0
215,215,,6,6,0.254847,0.268852,1538.202673,0,0
416,416,,2,6,0.244254,0.25634,161.677521,0,0
591,591,,4,6,0.237179,0.249816,519.589262,0,0
625,625,,2,6,0.234948,0.246396,52.794833,0,0
706,706,,2,6,0.233302,0.244278,46.000895,0,0
837,837,,2,6,0.234948,0.246396,52.794833,0,0
950,950,,2,6,0.23617,0.248015,93.330859,0,0
219,219,,4,6,0.240029,0.251869,867.402273,0,0
267,267,,5,6,0.246606,0.259676,839.983675,0,0
314,314,,4,6,0.233958,0.246029,749.931252,0,0
878,878,,3,7,0.231572,0.242402,593.71165,0,0
472,472,,2,6,0.228604,0.238071,27.494498,0,0
732,732,,2,6,0.228134,0.237154,70.592039,0,0
764,764,,2,6,0.240607,0.250234,23.159231,0,0
149,149,,2,6,0.239167,0.250701,54.28465,0,0
492,492,,2,6,0.237236,0.247381,67.186266,0,0
588,588,,4,6,0.255433,0.2667,47.551517,0.166667,1
598,598,,3,6,0.242476,0.252686,190.902835,0,0
250,250,,2,6,0.224092,0.234351,140.886104,0,0
352,352,,4,6,0.240897,0.253871,679.798351,0,0
562,562,,2,6,0.229602,0.240624,188.066907,0,0
609,609,,3,6,0.247522,0.258775,97.774108,0,0
702,702,,2,6,0.222296,0.232149,103.357377,0,0
704,704,,2,6,0.222941,0.233166,74.304989,0,0
610,610,,2,7,0.235447,0.246639,50.777219,0,0
657,657,,2,7,0.23238,0.242902,55.289542,0,0
859,859,,2,7,0.239453,0.250944,291.789252,0,0
907,907,,3,7,0.238824,0.249909,220.200609,0,0
915,915,,3,6,0.241889,0.252953,720.313545,0,0
631,631,,2,6,0.227045,0.236186,129.08168,0,0
635,635,,2,6,0.243243,0.25297,20.889547,0,0
172,172,,2,6,0.24612,0.258542,223.876871,0,0
513,513,,4,6,0.246545,0.259293,353.817837,0,0
716,716,,3,6,0.239052,0.251435,369.885001,0,0
795,795,,2,6,0.236674,0.247981,83.394907,0,0
799,799,,2,6,0.234838,0.246313,50.722545,0,0
365,365,,2,6,0.244254,0.255389,122.283994,0,0
832,832,,2,6,0.226942,0.237871,258.777565,0,0
857,857,,2,6,0.229497,0.240073,109.855978,0,0
908,908,,5,6,0.233739,0.246163,1435.661241,0,0
614,614,,2,7,0.219031,0.228181,68.931699,0,0
441,441,,4,6,0.232976,0.244461,620.332034,0,0
776,776,,2,6,0.225712,0.234635,61.16948,0,0
188,188,,2,6,0.229655,0.239873,105.494782,0,0
263,263,,3,6,0.227926,0.238939,320.246144,0,0
533,533,,3,6,0.226633,0.237704,377.504812,0,0
587,587,,3,6,0.247645,0.259593,167.788625,0,0
863,863,,2,6,0.238482,0.250984,405.631335,0,0
964,964,,3,6,0.235558,0.247097,299.301671,0,0
975,975,,2,6,0.240781,0.252236,133.5771,0,0
138,138,,4,6,0.237801,0.248966,353.348588,0,0
430,430,,3,6,0.239052,0.249917,289.419693,0,0
275,275,,3,7,0.230556,0.242235,596.935697,0,0
289,289,,2,7,0.208559,0.218013,81.265573,0,0
488,488,,2,6,0.23528,0.245812,106.099313,0,0
626,626,,2,7,0.210804,0.220575,78.751088,0,0
696,696,,2,6,0.236114,0.24693,118.904343,0,0
880,880,,2,7,0.204629,0.214391,57.246372,0,0
197,197,,7,6,0.251891,0.266416,1038.827252,0,0
325,325,,4,6,0.239339,0.251618,923.872116,0,0
887,887,,3,6,0.224494,0.234017,158.718232,0,0
919,919,,2,7,0.220822,0.229289,55.968363,0,0
522,522,,2,6,0.235114,0.246046,76.399939,0,0
640,640,,3,6,0.245756,0.257858,112.805991,0,0
658,658,,2,6,0.220287,0.230097,34.613023,0,0
788,788,,2,7,0.217789,0.227837,74.259822,0,0
934,934,,2,6,0.239971,0.250584,37.769034,0,0
963,963,,2,6,0.225712,0.237237,194.701066,0,0
152,152,,6,6,0.244254,0.257491,635.650953,0,0
207,207,,5,6,0.237801,0.250667,597.199708,0,0
690,690,,4,7,0.221655,0.232342,760.478088,0,0
178,178,,10,6,0.242711,0.259092,3282.371653,0,0
161,161,,6,6,0.257275,0.271638,1270.988806,0,0
179,179,,7,6,0.239914,0.254304,1237.496116,0,0
277,277,,5,6,0.250816,0.264014,648.614337,0,0
446,446,,5,6,0.240087,0.253904,735.39841,0,0
455,455,,2,6,0.222941,0.233567,117.105562,0,0
556,556,,3,6,0.232164,0.243644,262.816735,0,0
841,841,,2,6,0.228186,0.238739,101.023898,0,0
843,843,,2,6,0.239798,0.251185,107.563033,0,0
897,897,,2,6,0.228761,0.239373,144.409689,0,0
196,196,,5,6,0.245877,0.258809,764.204174,0,0
496,496,,3,6,0.236338,0.248131,317.361996,0,0
628,628,,2,6,0.233302,0.243177,63.354788,0,0
225,225,,5,6,0.23617,0.248916,590.290694,0,0
529,529,,3,6,0.24026,0.250951,171.921777,0,0
77,77,,26,6,0.287896,0.314064,14390.290086,0,0
471,471,,2,6,0.250313,0.260511,19.410158,0,0
525,525,,2,6,0.241713,0.252603,86.692407,0,0
813,813,,2,6,0.229234,0.238755,92.383351,0,0
116,116,,3,6,0.232002,0.24376,254.902697,0,0
228,228,,4,7,0.230078,0.241534,606.230567,0,0
998,998,,2,7,0.203836,0.212503,104.612322,0,0
233,233,,6,6,0.231572,0.244211,1172.961186,0,0
968,968,,2,7,0.208255,0.216774,25.713372,0,0
669,669,,2,6,0.232704,0.242159,39.939319,0,0
261,261,,3,6,0.237011,0.247581,396.826146,0,0
147,147,,2,6,0.236394,0.246263,35.588451,0,0
398,398,,4,6,0.236114,0.248432,1077.847443,0,0
426,426,,3,7,0.224444,0.234761,146.030102,0,0
893,893,,2,7,0.22384,0.232993,164.959708,0,0
338,338,,7,6,0.254652,0.268986,570.201037,0.047619,1
555,555,,4,6,0.220335,0.231682,517.603194,0,0
684,684,,2,6,0.235225,0.245846,131.080918,0,0
886,886,,2,6,0.238197,0.248448,97.553812,0,0
904,904,,2,6,0.228971,0.240174,143.182241,0,0
928,928,,2,6,0.229655,0.239556,108.415716,0,0
288,288,,2,6,0.238824,0.248382,11.520533,0,0
743,743,,2,6,0.244973,0.255489,153.007012,0,0
433,433,,4,7,0.212327,0.222885,272.320925,0,0
839,839,,2,7,0.222,0.230407,48.551303,0,0
272,272,,2,6,0.236954,0.2499,257.089787,0,0
382,382,,3,6,0.237518,0.251168,459.519917,0,0
400,400,,3,6,0.230716,0.243544,750.364216,0,0
448,448,,2,6,0.239914,0.252052,87.42714,0,0
450,450,,5,6,0.237405,0.252119,1179.832748,0,0
498,498,,3,7,0.230397,0.242836,504.734557,0,0
517,517,,4,7,0.239856,0.253546,1248.6795,0,0
543,543,,2,7,0.240029,0.252278,141.55374,0,0
547,547,,2,6,0.229867,0.241825,276.6076,0,0
619,619,,3,7,0.226223,0.238231,454.385123,0,0
629,629,,2,7,0.230131,0.241551,150.239335,0,0
707,707,,2,7,0.231304,0.242669,155.555391,0,0
755,755,,2,7,0.238197,0.25016,60.057234,0,0
763,763,,2,7,0.240955,0.253413,188.850965,0,0
783,783,,2,7,0.226223,0.237664,278.235559,0,0
824,824,,3,6,0.228918,0.240824,357.877313,0,0
851,851,,2,6,0.243184,0.256056,265.271514,0,0
679,679,,2,7,0.210715,0.218278,83.277052,0,0
714,714,,2,7,0.215348,0.223867,44.553081,0,0
105,105,,5,6,0.23617,0.248131,903.961267,0,0
459,459,,2,7,0.21507,0.225461,58.430464,0,0
849,849,,2,6,0.223991,0.234368,65.672902,0,0
391,391,,2,7,0.220141,0.231067,302.098932,0,0
544,544,,2,7,0.224293,0.235912,213.774669,0,0
811,811,,4,7,0.218791,0.229956,897.968915,0,0
873,873,,2,7,0.221852,0.231908,208.119652,0,0
955,955,,2,6,0.240491,0.251668,320.379476,0,0
967,967,,2,7,0.214102,0.223969,130.740894,0,0
336,336,,4,6,0.247033,0.259009,843.350967,0,0
489,489,,7,6,0.242888,0.256573,1515.285524,0,0
606,606,,4,6,0.239741,0.251084,741.379171,0,0
329,329,,3,7,0.222544,0.232642,249.368925,0,0
801,801,,3,6,0.220969,0.230297,315.229813,0,0
667,667,,2,6,0.229655,0.238639,3.5,0,0
509,509,,2,6,0.241713,0.251952,45.675914,0,0
736,736,,3,7,0.232921,0.244487,531.077051,0,0
920,920,,2,6,0.231196,0.240941,67.896143,0,0
914,914,,2,6,0.223991,0.2329,66.752714,0,0
199,199,,4,6,0.241188,0.252202,423.756875,0,0
145,145,,3,6,0.23871,0.250551,130.377914,0,0
523,523,,3,7,0.217268,0.226886,395.578857,0,0
675,675,,2,7,0.231948,0.242385,46.062001,0,0
465,465,,3,6,0.230237,0.242025,524.552869,0,0
538,538,,2,6,0.229339,0.239907,203.182052,0,0
542,542,,2,6,0.229867,0.240374,124.464894,0,0
700,700,,2,6,0.223941,0.234535,157.783093,0,0
742,742,,2,6,0.230716,0.241325,142.687921,0,0
854,854,,2,6,0.230716,0.241325,142.687921,0,0
875,875,,2,6,0.237744,0.249666,227.519818,0,0
944,944,,2,6,0.225916,0.236386,175.966444,0,0
312,312,,4,6,0.23911,0.250534,1056.682612,0,0
518,518,,4,6,0.235947,0.24668,908.950002,0,0
241,241,,3,6,0.238995,0.249333,362.152596,0,0
268,268,,3,6,0.247645,0.259209,745.358601,0,0
861,861,,2,6,0.234893,0.243961,82.104745,0,0
163,163,,4,6,0.241655,0.254454,639.407184,0,0
291,291,,4,6,0.245153,0.257074,1111.246527,0,0
599,599,,4,6,0.229234,0.241191,1030.586274,0,0
373,373,,3,6,0.244016,0.254988,276.931541,0,0
440,440,,3,6,0.242947,0.254288,155.060222,0,0
867,867,,2,6,0.233139,0.243827,77.267129,0,0
342,342,,3,6,0.220044,0.230848,404.181003,0,0
504,504,,2,6,0.227355,0.237487,68.20575,0,0
692,692,,2,6,0.222445,0.231882,135.921724,0,0
833,833,,2,6,0.239052,0.249233,88.506872,0,0
850,850,,2,7,0.22319,0.234227,123.32412,0,0
528,528,,2,7,0.227666,0.237347,69.112432,0,0
804,804,,2,6,0.232813,0.241758,36.242206,0,0
527,527,,3,6,0.233466,0.242876,148.355002,0,0
561,561,,2,6,0.224343,0.233283,50.730735,0,0
226,226,,2,7,0.221361,0.229649,46.579015,0,0
894,894,,2,7,0.201533,0.210101,37.697389,0,0
322,322,,5,7,0.21675,0.229232,501.055922,0,0
668,668,,3,6,0.232272,0.243443,285.786387,0,0
806,806,,2,6,0.232704,0.242226,35.79461,0,0
900,900,,3,7,0.221655,0.231891,497.609456,0,0
516,516,,2,6,0.242358,0.252102,31.488672,0,0
805,805,,3,6,0.23238,0.242809,284.171927,0,0
139,139,,3,6,0.239683,0.251201,204.448627,0,0
362,362,,3,6,0.249875,0.261245,218.611827,0,0
648,648,,2,7,0.221311,0.231134,218.752063,0,0
677,677,,3,7,0.228082,0.239366,169.167147,0,0
814,814,,3,6,0.242593,0.253754,84.476465,0,0
249,249,,3,7,0.231733,0.242519,302.407596,0,0
604,604,,2,7,0.228814,0.239082,30.894372,0,0
991,991,,2,7,0.229602,0.2401,33.016495,0,0
350,350,,2,7,0.228604,0.239032,86.250774,0,0
458,458,,2,7,0.226274,0.236329,25.795127,0,0
705,705,,2,6,0.241246,0.251652,98.292782,0,0
777,777,,2,6,0.224899,0.234868,155.04939,0,0
222,222,,3,6,0.218265,0.228929,283.452069,0,0
286,286,,2,7,0.212825,0.222282,54.958857,0,0
348,348,,7,6,0.234397,0.248232,1894.18506,0,0
385,385,,2,6,0.236562,0.246864,92.781342,0,0
612,612,,2,6,0.213507,0.222673,85.153746,0,0
789,789,,2,6,0.213598,0.222322,50.059802,0,0
546,546,,3,6,0.240202,0.24995,267.410016,0,0
569,569,,2,6,0.239281,0.248982,8.303968,0,0
559,559,,2,6,0.226018,0.235686,44.679802,0,0
223,223,,3,7,0.226891,0.23688,607.425782,0,0
334,334,,3,6,0.237461,0.247998,756.690073,0,0
413,413,,6,6,0.245756,0.258825,1295.073758,0,0
754,754,,2,6,0.236059,0.245779,89.74559,0,0
589,589,,3,6,0.23673,0.24703,138.477291,0,0
279,279,,5,6,0.237349,0.248916,801.147965,0,0
903,903,,2,7,0.219899,0.229856,88.004633,0,0
735,735,,2,6,0.218647,0.226443,45.457358,0,0
477,477,,2,7,0.217316,0.225685,59.986482,0,0
802,802,,2,7,0.199322,0.206773,46.795613,0,0
970,970,,2,6,0.232164,0.241625,20.732013,0,0
195,195,,5,6,0.232704,0.245596,1012.817719,0,0
521,521,,3,6,0.231464,0.242626,486.06751,0,0
571,571,,3,6,0.223991,0.235369,239.370565,0,0
578,578,,2,6,0.225406,0.235619,86.921073,0,0
592,592,,2,6,0.228186,0.239072,43.915074,0,0
838,838,,2,6,0.22364,0.233483,104.810394,0,0
397,397,,2,6,0.238539,0.248899,96.958465,0,0
593,593,,2,6,0.221361,0.231031,85.265886,0,0
703,703,,2,6,0.225101,0.235269,70.111601,0,0
724,724,,2,7,0.217363,0.22697,82.081903,0,0
579,579,,4,6,0.23045,0.241525,549.400161,0,0
313,313,,9,6,0.24685,0.261295,2336.233499,0,0
292,292,,2,6,0.244434,0.255355,76.30045,0,0
491,491,,2,7,0.227304,0.237213,52.579213,0,0
926,926,,2,7,0.226531,0.236429,27.49043,0,0
248,248,,5,6,0.239741,0.252386,670.598278,0,0
725,725,,2,6,0.232326,0.241959,79.394872,0,0
810,810,,2,6,0.238653,0.249049,63.47963,0,0
302,302,,3,7,0.216844,0.226987,236.694902,0,0
383,383,,2,6,0.227822,0.239139,108.157817,0,0
424,424,,2,6,0.230929,0.241375,54.028087,0,0
519,519,,2,6,0.22955,0.239656,75.902815,0,0
637,637,,2,6,0.213919,0.222923,102.664188,0,0
782,782,,3,6,0.240433,0.251285,127.458608,0,0
368,368,,3,6,0.22092,0.230314,827.652077,0,0
618,618,,2,7,0.235391,0.245505,33.994257,0,0
213,213,,4,6,0.238539,0.250834,484.892716,0,0
933,933,,2,6,0.23352,0.242793,34.239485,0,0
916,916,,2,6,0.232976,0.241792,32.169282,0,0
364,364,,5,6,0.234287,0.246547,468.510223,0,0
469,469,,2,7,0.211563,0.220208,59.323927,0,0
664,664,,2,6,0.233411,0.243026,37.727978,0,0
906,906,,4,6,0.229708,0.23969,363.847985,0,0
935,935,,2,6,0.229655,0.238622,245.398654,0,0
624,624,,2,7,0.223991,0.233843,48.545476,0,0
778,778,,2,6,0.219368,0.229296,80.262621,0,0
803,803,,2,6,0.225152,0.235068,82.923081,0,0
324,324,,2,6,0.219319,0.228862,67.129019,0,0
481,481,,3,6,0.226274,0.236937,303.254673,0,0
520,520,,4,6,0.241655,0.254421,453.525959,0,0
688,688,,2,7,0.216281,0.225752,141.156367,0,0
747,747,,2,6,0.216468,0.225475,52.695361,0,0
790,790,,2,6,0.223941,0.233717,86.735056,0,0
941,941,,2,6,0.221655,0.230914,70.340617,0,0
660,660,,2,6,0.228447,0.238172,98.961569,0,0
636,636,,2,7,0.216468,0.225745,69.746509,0,0
730,730,,2,7,0.215953,0.224777,86.167458,0,0
901,901,,2,7,0.20869,0.217196,101.465717,0,0
708,708,,2,6,0.235391,0.245262,25.32831,0,0
372,372,,3,7,0.218456,0.227837,187.324134,0,0
173,173,,4,6,0.233193,0.245679,529.992746,0,0
374,374,,3,6,0.222544,0.232516,187.776706,0,0
749,749,,3,6,0.23265,0.243393,141.082042,0,0
406,406,,2,6,0.228709,0.238372,55.143102,0,0
335,335,,4,7,0.235669,0.248525,467.671087,0,0
478,478,,3,6,0.242182,0.25332,479.441529,0,0
511,511,,2,7,0.221557,0.230991,40.248152,0,0
603,603,,2,7,0.224848,0.234928,235.686367,0,0
633,633,,2,7,0.22339,0.233276,73.991063,0,0
896,896,,2,6,0.236898,0.246747,2.916667,0,0
711,711,,2,7,0.210626,0.218364,32.550787,0,0
346,346,,3,6,0.242829,0.253453,151.222185,0,0
616,616,,3,6,0.237914,0.248115,184.460511,0,0
972,972,,2,7,0.211294,0.219322,104.849139,0,0
940,940,,2,6,0.223991,0.233383,26.763839,0,0
281,281,,4,6,0.225254,0.236737,552.128189,0,0
584,584,,5,6,0.250125,0.262446,480.458701,0,0
785,785,,2,6,0.230131,0.240073,118.451763,0,0
884,884,,2,6,0.222643,0.232716,61.634719,0,0
767,767,,2,7,0.22374,0.233176,46.678642,0,0
444,444,,2,6,0.226274,0.235569,94.562183,0,0
639,639,,4,6,0.223991,0.235052,1022.398101,0,0
971,971,,2,6,0.232813,0.242543,20.828671,0,0
739,739,,3,7,0.211653,0.221233,94.700308,0,0
876,876,,3,7,0.219947,0.230032,328.84157,0,0
269,269,,3,6,0.23645,0.247381,529.489912,0,0
315,315,,4,6,0.224142,0.235569,351.411038,0,0
409,409,,2,7,0.202309,0.211061,104.561504,0,0
883,883,,3,7,0.203753,0.213614,446.191795,0,0
607,607,,3,6,0.223891,0.2332,274.28204,0,0
899,899,,2,6,0.238995,0.247998,31.259581,0,0
451,451,,3,7,0.22369,0.233376,582.407165,0,0
557,557,,2,7,0.21005,0.219982,86.205907,0,0
784,784,,2,7,0.194207,0.202371,158.178236,0,0
380,380,,2,7,0.221852,0.231207,118.683375,0,0
572,572,,4,7,0.230184,0.241451,522.414874,0,0
645,645,,2,7,0.214516,0.224186,76.809564,0,0
420,420,,2,6,0.239856,0.249316,120.21503,0,0
540,540,,2,6,0.239396,0.249183,42.2696,0,0
693,693,,2,6,0.236898,0.246063,0,1,1
989,989,,2,6,0.238368,0.247731,119.687232,0,0
611,611,,2,6,0.243777,0.25297,13.504528,0,0
347,347,,3,7,0.226994,0.238481,773.387665,0,0
466,466,,4,6,0.226172,0.237671,279.130537,0,0
731,731,,2,6,0.221164,0.231098,57.141908,0,0
431,431,,3,6,0.216562,0.226109,537.261412,0,0
815,815,,2,7,0.210095,0.218747,74.58734,0,0
575,575,,3,7,0.222198,0.231374,152.93852,0,0
379,379,,4,6,0.23617,0.247047,396.197159,0,0
506,506,,5,6,0.248322,0.260244,386.877657,0,0
659,659,,2,6,0.232921,0.242292,35.079944,0,0
515,515,,5,6,0.231143,0.242759,919.300498,0,0
256,256,,3,6,0.250439,0.261612,119.919391,0,0
634,634,,2,7,0.21572,0.22522,153.973813,0,0
994,994,,2,6,0.235836,0.244645,168.526519,0,0
761,761,,2,7,0.218647,0.227704,73.151615,0,0
912,912,,2,7,0.205176,0.213247,56.958965,0,0
487,487,,3,6,0.236898,0.247064,591.876279,0,0
775,775,,2,6,0.237744,0.247447,44.444005,0,0
741,741,,3,6,0.234452,0.244845,207.149693,0,0
480,480,,4,6,0.245153,0.25704,674.331299,0,0
510,510,,3,7,0.226325,0.236563,406.056983,0,0
654,654,,2,7,0.206918,0.21481,29.452357,0,0
800,800,,2,7,0.209522,0.217703,41.910571,0,0
753,753,,2,7,0.202432,0.210074,45.48,0,0
852,852,,2,7,0.19708,0.203871,68.124093,0,0
570,570,,2,7,0.225051,0.234561,83.963962,0,0
701,701,,2,6,0.219512,0.228595,62.521376,0,0
262,262,,4,6,0.235947,0.247281,349.655575,0,0
502,502,,3,7,0.213234,0.222642,179.243106,0,0
687,687,,2,6,0.227926,0.237221,34.798225,0,0
812,812,,2,6,0.249563,0.259443,20.524602,0,0
470,470,,2,7,0.208647,0.217377,97.649396,0,0
535,535,,2,7,0.219464,0.228231,48.254698,0,0
910,910,,2,6,0.231894,0.241041,32.031782,0,0
797,797,,2,7,0.222,0.231291,103.747146,0,0
828,828,,4,6,0.240781,0.252202,388.180656,0,0
993,993,,2,7,0.216797,0.225761,12.110241,0,0
366,366,,2,7,0.219657,0.228672,60.811395,0,0
945,945,,3,6,0.217694,0.226894,471.959048,0,0
931,931,,2,6,0.232056,0.240657,95.035729,0,0
419,419,,2,6,0.234232,0.243877,168.425936,0,0
621,621,,2,6,0.233903,0.243443,63.533305,0,0
680,680,,2,6,0.244254,0.254838,60.101754,0,0
937,937,,2,6,0.234122,0.243744,52.389676,0,0
698,698,,3,6,0.237011,0.247364,328.086544,0,0
330,330,,2,7,0.215209,0.2234,52.871801,0,0
822,822,,2,7,0.201859,0.209407,14.984502,0,0
318,318,,4,6,0.226891,0.23692,390.968881,0,0
615,615,,2,7,0.210316,0.217579,30.511012,0,0
751,751,,2,6,0.226839,0.236203,85.299556,0,0
699,699,,4,6,0.230025,0.240224,268.212154,0,0
819,819,,3,7,0.220238,0.230466,378.065837,0,0
830,830,,2,6,0.227097,0.236703,95.996947,0,0
412,412,,5,7,0.225916,0.23698,337.751679,0,0
552,552,,3,7,0.208125,0.216407,118.456856,0,0
836,836,,2,7,0.217316,0.225461,77.971778,0,0
780,780,,2,7,0.202884,0.210627,51.612904,0,0
650,650,,2,7,0.220335,0.23009,223.66618,0,0
758,758,,4,6,0.227511,0.238672,601.127926,0,0
399,399,,4,7,0.215302,0.226188,375.760612,0,0
678,678,,2,7,0.212192,0.220966,72.081271,0,0
344,344,,3,7,0.210183,0.219021,103.510276,0,0
996,996,,2,7,0.208168,0.216664,22.411051,0,0
327,327,,2,6,0.216187,0.224825,20.523087,0,0
958,958,,2,7,0.20004,0.207417,25.884733,0,0
482,482,,2,7,0.209083,0.217544,51.483727,0,0
946,946,,2,7,0.227252,0.236296,9.030495,0,0
888,888,,3,7,0.224747,0.234744,917.22996,0,0
620,620,,3,6,0.225661,0.234484,144.075026,0,0
490,490,,2,7,0.204169,0.211705,56.974764,0,0
558,558,,4,6,0.233084,0.243443,516.30179,0,0
464,464,,4,6,0.228239,0.239039,364.44184,0,0
600,600,,2,7,0.207908,0.216359,67.407079,0,0
738,738,,2,7,0.204462,0.212698,69.779385,0,0
793,793,,2,6,0.22349,0.232799,82.465549,0,0
404,404,,3,7,0.2019,0.210646,293.393522,0,0
685,685,,2,6,0.218504,0.226593,65.061138,0,0
586,586,,2,6,0.231625,0.240407,5.833333,0,0
605,605,,2,7,0.229076,0.238315,75.589944,0,0
729,729,,4,6,0.220481,0.23043,311.604375,0,0
834,834,,2,7,0.205133,0.213101,66.077159,0,0
954,954,,2,7,0.198687,0.205351,37.614293,0,0
864,864,,3,7,0.204797,0.212744,136.166209,0,0
594,594,,2,7,0.211027,0.219014,34.883769,0,0
728,728,,4,7,0.220969,0.231191,438.125087,0,0
744,744,,3,6,0.239626,0.249833,145.555512,0,0
720,720,,3,7,0.196615,0.204538,245.545829,0,0
434,434,,3,7,0.208908,0.218264,238.015806,0,0
663,663,,2,7,0.200522,0.208885,74.863255,0,0
990,990,,2,6,0.229972,0.238755,94.66756,0,0
641,641,,2,7,0.204713,0.2123,58.723678,0,0
661,661,,5,6,0.247706,0.259226,1207.973801,0,0
905,905,,2,7,0.185619,0.192361,28.21599,0,0
909,909,,2,7,0.211653,0.219941,71.543117,0,0
781,781,,2,7,0.214424,0.222901,61.584879,0,0
948,948,,2,6,0.21507,0.22344,18.239141,0,0
577,577,,4,6,0.226531,0.237204,380.12349,0,0
721,721,,2,7,0.19988,0.207894,84.895992,0,0
932,932,,2,7,0.1996,0.208549,112.254889,0,0
820,820,,2,8,0.18337,0.190427,16.592136,0,0
508,508,,4,6,0.232488,0.24331,1139.174934,0,0
627,627,,2,6,0.230716,0.23959,53.148813,0,0
973,973,,2,6,0.227511,0.23622,25.735262,0,0
683,683,,3,6,0.211832,0.220871,318.020243,0,0
965,965,,2,6,0.224545,0.23345,53.594645,0,0
539,539,,2,6,0.218265,0.22691,36.268908,0,0
949,949,,2,7,0.215255,0.223416,6.811532,0,0
549,549,,4,6,0.228239,0.239189,744.379043,0,0
644,644,,2,6,0.229814,0.239306,29.32104,0,0
766,766,,2,7,0.22314,0.232993,75.731428,0,0
